Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0006754	ATP biosynthetic process	 	6.217E-14	1.728E-10	2.880E-11	2.451E-10	17	181	COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0009144	purine nucleoside triphosphate metabolic process	 	8.811E-14	2.449E-10	3.499E-11	2.977E-10	18	216	COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,GUK1,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	 	1.797E-13	4.996E-10	6.044E-11	5.142E-10	17	193	COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0009145	purine nucleoside triphosphate biosynthetic process	 	1.957E-13	5.440E-10	6.044E-11	5.142E-10	17	194	COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0009201	ribonucleoside triphosphate biosynthetic process	 	2.973E-13	8.264E-10	8.264E-11	7.031E-10	17	199	COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0009205	purine ribonucleoside triphosphate metabolic process	 	5.235E-13	1.455E-9	1.323E-10	1.126E-9	17	206	COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0009141	nucleoside triphosphate metabolic process	 	5.796E-13	1.611E-9	1.343E-10	1.142E-9	18	241	COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,GUK1,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0045333	cellular respiration	 	6.628E-13	1.843E-9	1.417E-10	1.206E-9	17	209	COX20,COX6C,COX7B,COX7C,NDUFA1,BLOC1S1,NDUFA2,NDUFA5,NDUFA6,MDH1,NDUFB3,NDUFB4,NDUFS4,NDUFV2,CYCS,UQCRB,COQ7
GO: Biological Process	GO:0009142	nucleoside triphosphate biosynthetic process	 	7.164E-13	1.992E-9	1.423E-10	1.210E-9	17	210	COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0009199	ribonucleoside triphosphate metabolic process	 	9.025E-13	2.509E-9	1.673E-10	1.423E-9	17	213	COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0022904	respiratory electron transport chain	 	9.846E-13	2.737E-9	1.711E-10	1.455E-9	14	125	COX6C,COX7B,COX7C,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,CYCS,UQCRB,COQ7
GO: Biological Process	GO:1902600	proton transmembrane transport	 	6.485E-12	1.803E-8	9.876E-10	8.402E-9	18	278	COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,CYCS,UQCRB,ATP5PD,SLC9A6,COQ7
GO: Biological Process	GO:0006518	peptide metabolic process	 	7.224E-12	2.008E-8	9.876E-10	8.402E-9	31	940	MRPL20,RPL36AL,RPL39,RPL36A,MRPL47,RBM3,MRPL42,MCTS1,RPS7,EIF3E,MRPL27,RPS17,SEC11C,MRPS18C,RPS24,RPS25,RPS27,RPS27A,RGS2,GSTM5,LRPPRC,PURA,MRPS33,CHCHD1,MME,RPL22L1,COPS5,EIF3M,RPL7,RPL17,RPL18A
GO: Biological Process	GO:0009152	purine ribonucleotide biosynthetic process	 	7.424E-12	2.064E-8	9.876E-10	8.402E-9	19	320	COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,GUK1,PDP1,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0006414	translational elongation	 	7.460E-12	2.074E-8	9.876E-10	8.402E-9	28	764	MRPL20,RPL36AL,RPL39,RPL36A,MRPL47,RBM3,MRPL42,MCTS1,RPS7,EIF3E,MRPL27,RPS17,MRPS18C,RPS24,RPS25,RPS27,RPS27A,RGS2,LRPPRC,PURA,MRPS33,CHCHD1,RPL22L1,COPS5,EIF3M,RPL7,RPL17,RPL18A
GO: Biological Process	GO:0006412	translation	 	7.460E-12	2.074E-8	9.876E-10	8.402E-9	28	764	MRPL20,RPL36AL,RPL39,RPL36A,MRPL47,RBM3,MRPL42,MCTS1,RPS7,EIF3E,MRPL27,RPS17,MRPS18C,RPS24,RPS25,RPS27,RPS27A,RGS2,LRPPRC,PURA,MRPS33,CHCHD1,RPL22L1,COPS5,EIF3M,RPL7,RPL17,RPL18A
GO: Biological Process	GO:0006164	purine nucleotide biosynthetic process	 	1.026E-11	2.853E-8	1.297E-9	1.103E-8	19	326	COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,GUK1,PDP1,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0046034	ATP metabolic process	 	1.203E-11	3.345E-8	1.454E-9	1.237E-8	19	329	ATP5IF1,COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,GUK1,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0009260	ribonucleotide biosynthetic process	 	1.484E-11	4.126E-8	1.719E-9	1.462E-8	19	333	COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,GUK1,PDP1,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0043043	peptide biosynthetic process	 	1.689E-11	4.695E-8	1.878E-9	1.598E-8	28	791	MRPL20,RPL36AL,RPL39,RPL36A,MRPL47,RBM3,MRPL42,MCTS1,RPS7,EIF3E,MRPL27,RPS17,MRPS18C,RPS24,RPS25,RPS27,RPS27A,RGS2,LRPPRC,PURA,MRPS33,CHCHD1,RPL22L1,COPS5,EIF3M,RPL7,RPL17,RPL18A
GO: Biological Process	GO:0072522	purine-containing compound biosynthetic process	 	1.921E-11	5.340E-8	2.054E-9	1.747E-8	19	338	COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,GUK1,PDP1,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0046390	ribose phosphate biosynthetic process	 	2.022E-11	5.620E-8	2.082E-9	1.771E-8	19	339	COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,GUK1,PDP1,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0006413	translational initiation	 	4.432E-11	1.232E-7	4.400E-9	3.744E-8	15	198	RPL39,RPL36A,MCTS1,RPS7,EIF3E,RPS17,RPS24,RPS25,RPS27,RPS27A,COPS5,EIF3M,RPL7,RPL17,RPL18A
GO: Biological Process	GO:0043604	amide biosynthetic process	 	1.440E-10	4.003E-7	1.381E-8	1.174E-7	29	930	MRPL20,RPL36AL,RPL39,RPL36A,MRPL47,RBM3,MRPL42,MCTS1,RPS7,EIF3E,MRPL27,RPS17,MRPS18C,RPS24,RPS25,RPS27,RPS27A,RGS2,LRPPRC,PDP1,PURA,MRPS33,CHCHD1,RPL22L1,COPS5,EIF3M,RPL7,RPL17,RPL18A
GO: Biological Process	GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	 	1.676E-10	4.660E-7	1.503E-8	1.279E-7	12	120	RPL39,RPL36A,RPS7,EIF3E,RPS17,RPS24,RPS25,RPS27,RPS27A,RPL7,RPL17,RPL18A
GO: Biological Process	GO:0045047	protein targeting to ER	 	1.676E-10	4.660E-7	1.503E-8	1.279E-7	12	120	RPL39,RPL36A,RPS7,RPS17,RPS24,RPS25,RPS27,RPS27A,SEC61G,RPL7,RPL17,RPL18A
GO: Biological Process	GO:0072599	establishment of protein localization to endoplasmic reticulum	 	2.465E-10	6.853E-7	2.141E-8	1.822E-7	12	124	RPL39,RPL36A,RPS7,RPS17,RPS24,RPS25,RPS27,RPS27A,SEC61G,RPL7,RPL17,RPL18A
GO: Biological Process	GO:0043603	cellular amide metabolic process	 	2.863E-10	7.958E-7	2.411E-8	2.052E-7	33	1225	MRPL20,RPL36AL,RPL39,RPL36A,MRPL47,RBM3,ACOT13,MRPL42,MCTS1,RPS7,EIF3E,MRPL27,RPS17,SEC11C,MRPS18C,RPS24,RPS25,RPS27,RPS27A,RGS2,GSTM5,LRPPRC,PDP1,PURA,MRPS33,CHCHD1,MME,RPL22L1,COPS5,EIF3M,RPL7,RPL17,RPL18A
GO: Biological Process	GO:0015980	energy derivation by oxidation of organic compounds	 	3.999E-10	1.112E-6	3.270E-8	2.782E-7	17	313	COX20,COX6C,COX7B,COX7C,NDUFA1,BLOC1S1,NDUFA2,NDUFA5,NDUFA6,MDH1,NDUFB3,NDUFB4,NDUFS4,NDUFV2,CYCS,UQCRB,COQ7
GO: Biological Process	GO:0006614	SRP-dependent cotranslational protein targeting to membrane	 	6.000E-10	1.668E-6	4.766E-8	4.054E-7	11	105	RPL39,RPL36A,RPS7,RPS17,RPS24,RPS25,RPS27,RPS27A,RPL7,RPL17,RPL18A
GO: Biological Process	GO:0022900	electron transport chain	 	6.555E-10	1.822E-6	5.062E-8	4.307E-7	14	202	COX6C,COX7B,COX7C,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,CYCS,UQCRB,COQ7
GO: Biological Process	GO:0009165	nucleotide biosynthetic process	 	8.639E-10	2.402E-6	6.491E-8	5.523E-7	19	423	COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,GUK1,PDP1,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0006613	cotranslational protein targeting to membrane	 	8.997E-10	2.501E-6	6.582E-8	5.600E-7	11	109	RPL39,RPL36A,RPS7,RPS17,RPS24,RPS25,RPS27,RPS27A,RPL7,RPL17,RPL18A
GO: Biological Process	GO:1901293	nucleoside phosphate biosynthetic process	 	9.715E-10	2.701E-6	6.925E-8	5.892E-7	19	426	COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,GUK1,PDP1,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0019080	viral gene expression	 	1.160E-9	3.224E-6	8.059E-8	6.856E-7	14	211	RPL39,RPL36A,MCTS1,RPS7,POLR2K,RPS17,RPS24,RPS25,RPS27,RPS27A,SUPT4H1,RPL7,RPL17,RPL18A
GO: Biological Process	GO:0070972	protein localization to endoplasmic reticulum	 	2.078E-9	5.777E-6	1.409E-7	1.199E-6	12	149	RPL39,RPL36A,RPS7,RPS17,RPS24,RPS25,RPS27,RPS27A,SEC61G,RPL7,RPL17,RPL18A
GO: Biological Process	GO:0033108	mitochondrial respiratory chain complex assembly	 	4.352E-9	1.210E-5	2.875E-7	2.446E-6	10	97	COX20,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,UQCRB
GO: Biological Process	GO:0009259	ribonucleotide metabolic process	 	4.446E-9	1.236E-5	2.875E-7	2.446E-6	21	576	RNASEH2B,ACOT13,COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,GUK1,PDP1,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0019083	viral transcription	 	4.975E-9	1.383E-5	3.102E-7	2.639E-6	13	197	RPL39,RPL36A,RPS7,POLR2K,RPS17,RPS24,RPS25,RPS27,RPS27A,SUPT4H1,RPL7,RPL17,RPL18A
GO: Biological Process	GO:0006091	generation of precursor metabolites and energy	 	5.021E-9	1.396E-5	3.102E-7	2.639E-6	21	580	COX20,ATP5IF1,COX6C,COX7B,COX7C,ATP5MF,NDUFA1,BLOC1S1,NDUFA2,NDUFA5,NDUFA6,MDH1,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0019693	ribose phosphate metabolic process	 	5.836E-9	1.623E-5	3.527E-7	3.001E-6	21	585	RNASEH2B,ACOT13,COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,GUK1,PDP1,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0006120	mitochondrial electron transport, NADH to ubiquinone	 	1.176E-8	3.268E-5	6.953E-7	5.916E-6	8	56	NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2
GO: Biological Process	GO:0000956	nuclear-transcribed mRNA catabolic process	 	1.203E-8	3.344E-5	6.968E-7	5.928E-6	13	212	RPL39,RPL36A,RPS7,EIF3E,RPS17,RPS24,RPS25,RPS27,RPS27A,LSM3,RPL7,RPL17,RPL18A
GO: Biological Process	GO:0072521	purine-containing compound metabolic process	 	1.355E-8	3.767E-5	7.688E-7	6.540E-6	21	614	ACOT13,COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,TTR,NDUFS4,NDUFV2,ATP5MG,GUK1,PDP1,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0009150	purine ribonucleotide metabolic process	 	1.557E-8	4.327E-5	8.654E-7	7.363E-6	20	561	ACOT13,COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,GUK1,PDP1,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0006163	purine nucleotide metabolic process	 	2.703E-8	7.514E-5	1.473E-6	1.253E-5	20	580	ACOT13,COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,GUK1,PDP1,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0032981	mitochondrial respiratory chain complex I assembly	 	3.937E-8	1.094E-4	2.065E-6	1.757E-5	8	65	NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2
GO: Biological Process	GO:0010257	NADH dehydrogenase complex assembly	 	3.937E-8	1.094E-4	2.065E-6	1.757E-5	8	65	NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2
GO: Biological Process	GO:0090407	organophosphate biosynthetic process	 	9.262E-8	2.575E-4	4.759E-6	4.049E-5	22	751	COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,CKMT1B,ATP5MG,MTMR4,P2RY1,GUK1,PDP1,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0007005	mitochondrion organization	 	9.415E-8	2.617E-4	4.759E-6	4.049E-5	19	566	COX20,ATP5IF1,APOOL,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,TOMM5,NDUFS4,NDUFV2,ATP5MG,TIMM8B,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0009117	nucleotide metabolic process	 	1.089E-7	3.028E-4	5.408E-6	4.601E-5	21	694	RNASEH2B,ACOT13,COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,GUK1,PDP1,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0006753	nucleoside phosphate metabolic process	 	1.319E-7	3.667E-4	6.433E-6	5.473E-5	21	702	RNASEH2B,ACOT13,COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,ATP5MG,GUK1,PDP1,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0015672	monovalent inorganic cation transport	 	1.748E-7	4.860E-4	8.267E-6	7.033E-5	21	714	COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,SHROOM2,NDUFB4,RGS4,NDUFS4,NDUFV2,ATP5MG,CYCS,UQCRB,FXYD2,ATP5PD,SLC9A6,COQ7
GO: Biological Process	GO:0006401	RNA catabolic process	 	1.754E-7	4.877E-4	8.267E-6	7.033E-5	16	417	RNASEH2B,RPL39,RPL36A,RPS7,EIF3E,PSMB7,RPS17,RPS24,RPS25,RPS27,RPS27A,LSM3,LRPPRC,RPL7,RPL17,RPL18A
GO: Biological Process	GO:0055086	nucleobase-containing small molecule metabolic process	 	2.168E-7	6.027E-4	1.005E-5	8.546E-5	22	789	RNASEH2B,ACOT13,COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,TTR,NDUFS4,NDUFV2,ATP5MG,GUK1,PDP1,CYCS,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0009060	aerobic respiration	 	5.129E-7	1.426E-3	2.338E-5	1.989E-4	8	90	COX20,COX6C,COX7B,COX7C,BLOC1S1,MDH1,CYCS,UQCRB
GO: Biological Process	GO:0006612	protein targeting to membrane	 	8.831E-7	2.455E-3	3.960E-5	3.369E-4	11	212	RPL39,RPL36A,RPS7,RPS17,RPS24,RPS25,RPS27,RPS27A,RPL7,RPL17,RPL18A
GO: Biological Process	GO:0098660	inorganic ion transmembrane transport	 	1.114E-6	3.098E-3	4.917E-5	4.183E-4	25	1088	STX8,COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,SHROOM2,NDUFB4,RGS4,NDUFS4,NDUFV2,S100A1,ATP5MG,THY1,CYCS,UQCRB,FXYD2,ATP5PD,ANO3,SLC9A6,COQ7
GO: Biological Process	GO:0006402	mRNA catabolic process	 	1.575E-6	4.378E-3	6.841E-5	5.820E-4	14	377	RPL39,RPL36A,RPS7,EIF3E,PSMB7,RPS17,RPS24,RPS25,RPS27,RPS27A,LSM3,RPL7,RPL17,RPL18A
GO: Biological Process	GO:0017144	drug metabolic process	 	1.976E-6	5.494E-3	8.384E-5	7.133E-4	20	760	COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,NDUFB4,NDUFS4,NDUFV2,CKMT1B,ATP5MG,ASPA,CYCS,AIF1,UQCRB,ATP5PD,COQ7
GO: Biological Process	GO:0016071	mRNA metabolic process	 	1.990E-6	5.534E-3	8.384E-5	7.133E-4	22	901	SNRNP25,SNRNP27,RPL39,RPL36A,RBM3,RPS7,EIF3E,PSMB7,POLR2K,RPS17,RPS24,RPS25,RPS27,RPS27A,GPKOW,LSM3,SNRNP48,ALYREF,PLRG1,RPL7,RPL17,RPL18A
GO: Biological Process	GO:0098655	cation transmembrane transport	 	2.497E-6	6.941E-3	1.036E-4	8.814E-4	25	1138	RELN,COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,SHROOM2,NDUFB4,RGS2,RGS4,NDUFS4,NDUFV2,S100A1,ATP5MG,THY1,CYCS,UQCRB,FXYD2,ATP5PD,SLC9A6,COQ7
GO: Biological Process	GO:0098662	inorganic cation transmembrane transport	 	2.765E-6	7.685E-3	1.130E-4	9.615E-4	23	993	COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,SHROOM2,NDUFB4,RGS4,NDUFS4,NDUFV2,S100A1,ATP5MG,THY1,CYCS,UQCRB,FXYD2,ATP5PD,SLC9A6,COQ7
GO: Biological Process	GO:0006605	protein targeting	 	3.024E-6	8.405E-3	1.218E-4	1.036E-3	15	457	ATP5IF1,RPL39,RPL36A,RPS7,RPS17,RPS24,RPS25,RPS27,RPS27A,TOMM5,TIMM8B,SEC61G,RPL7,RPL17,RPL18A
GO: Biological Process	GO:0055085	transmembrane transport	 	3.915E-6	1.088E-2	1.555E-4	1.323E-3	33	1830	GPR155,STX8,RELN,PSMB7,COX6C,COX7B,COX7C,ATP5MF,NDUFA1,NDUFA2,RPS27A,NDUFA5,SLC35F1,NDUFA6,NDUFB3,SHROOM2,NDUFB4,RGS2,RGS4,NDUFS4,NDUFV2,S100A1,ATP5MG,THY1,SLC35D3,SEC61G,CYCS,UQCRB,FXYD2,ATP5PD,ANO3,SLC9A6,COQ7
GO: Biological Process	GO:0006812	cation transport	 	4.841E-6	1.346E-2	1.895E-4	1.613E-3	28	1423	PCP4,RELN,B2M,COX6C,COX7B,COX7C,NDFIP2,ATP5MF,NDUFA1,NDUFA2,NDUFA5,NDUFA6,NDUFB3,SHROOM2,NDUFB4,RGS2,RGS4,NDUFS4,NDUFV2,S100A1,ATP5MG,THY1,CYCS,UQCRB,FXYD2,ATP5PD,SLC9A6,COQ7
