test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
1110008L16Rik	1110008L16Rik	1110008L16Rik	chr12:55280813-55492647	ST_WT_GF	ST_WT_SPF	OK	4.43607	2.77915	-0.674637	-0.27535	0.576	0.999552	no
1110008P14Rik	1110008P14Rik	1110008P14Rik	chr2:32379100-32381915	ST_WT_GF	ST_WT_SPF	OK	53.2944	49.2329	-0.114361	-0.134729	0.63835	0.999552	no
1110012L19Rik	1110012L19Rik	1110012L19Rik	chrX:70385912-70389416	ST_WT_GF	ST_WT_SPF	OK	3.19316	4.12755	0.370299	0.29383	0.2976	0.956455	no
1110015O18Rik	1110015O18Rik	1110015O18Rik	chr3:4798707-4814911	ST_WT_GF	ST_WT_SPF	NOTEST	0.374431	0.529074	0.498771	0	1	1	no
1110017D15Rik	1110017D15Rik	1110017D15Rik	chr4:41505008-41517333	ST_WT_GF	ST_WT_SPF	OK	8.38098	13.0965	0.643991	0.504226	0.0454	0.599218	no
1110019D14Rik	1110019D14Rik	1110019D14Rik	chr6:13871568-13896421	ST_WT_GF	ST_WT_SPF	NOTEST	0.687008	0.578344	-0.248399	0	1	1	no
1110020A21Rik	1110020A21Rik	1110020A21Rik	chr17:84917181-85023992	ST_WT_GF	ST_WT_SPF	NOTEST	0.252144	0.683802	1.43933	0	1	1	no
1110025L11Rik	1110025L11Rik	1110025L11Rik	chr16:89063409-89064002	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1110028F11Rik	1110028F11Rik	1110028F11Rik	chr11:87663086-87735539	ST_WT_GF	ST_WT_SPF	NOTEST	0.0578845	0.0626094	0.113203	0	1	1	no
1110028F18Rik	1110028F18Rik	1110028F18Rik	chr8:106587142-106594820	ST_WT_GF	ST_WT_SPF	NOTEST	1.01088	1.02507	0.0201122	0	1	1	no
1110032A03Rik	1110032A03Rik	1110032A03Rik	chr9:50762827-50768152	ST_WT_GF	ST_WT_SPF	OK	11.3682	15.1929	0.418395	0.50793	0.07375	0.694946	no
1110032F04Rik	1110032F04Rik	1110032F04Rik	chr3:68869585-68872163	ST_WT_GF	ST_WT_SPF	NOTEST	2.54659	2.78168	0.12739	0	1	1	no
1110034G24Rik	1110034G24Rik	1110034G24Rik	chr2:132690282-132751055	ST_WT_GF	ST_WT_SPF	OK	4.13992	5.07087	0.292631	0.277676	0.33385	0.972977	no
1110036E04Rik	1110036E04Rik	1110036E04Rik	chr9:64049828-64054100	ST_WT_GF	ST_WT_SPF	NOTEST	0.0525681	0	-inf	0	1	1	no
1110037F02Rik	1110037F02Rik	1110037F02Rik	chr4:11485957-11551143	ST_WT_GF	ST_WT_SPF	NOTEST	2.65198	2.5716	-0.044405	0	1	1	no
1110038B12Rik	1110038B12Rik	1110038B12Rik	chr17:34950235-34952471	ST_WT_GF	ST_WT_SPF	OK	16.1754	19.2009	0.247367	0.217117	0.46515	0.999552	no
1110038F14Rik	1110038F14Rik	1110038F14Rik	chr15:76948543-76950731	ST_WT_GF	ST_WT_SPF	OK	20.6081	20.2009	-0.0287894	-0.034716	0.90285	0.999552	no
1110046J04Rik	1110046J04Rik	1110046J04Rik	chr13:33917917-34002794	ST_WT_GF	ST_WT_SPF	NOTEST	2.35981	1.34836	-0.807465	0	1	1	no
1110051M20Rik	1110051M20Rik	1110051M20Rik	chr2:91277827-91444642	ST_WT_GF	ST_WT_SPF	OK	16.8895	16.7353	-0.0132353	-0.0162367	0.95415	0.999552	no
1110058D11Rik	1110058D11Rik	1110058D11Rik	chr17:63863980-64139496	ST_WT_GF	ST_WT_SPF	NOTEST	0.171186	0.101174	-0.758732	0	1	1	no
1110059E24Rik	1110059E24Rik	1110059E24Rik	chr19:21597312-21652791	ST_WT_GF	ST_WT_SPF	OK	45.6746	53.7663	0.23531	0.269537	0.3218	0.966513	no
1110059G10Rik	1110059G10Rik	1110059G10Rik	chr9:122945088-122951000	ST_WT_GF	ST_WT_SPF	OK	6.52242	5.63479	-0.211044	-0.245807	0.3924	0.997212	no
1110065P20Rik	1110065P20Rik	1110065P20Rik	chr4:124802548-124850730	ST_WT_GF	ST_WT_SPF	OK	87.639	85.5291	-0.0351585	-0.0407997	0.88865	0.999552	no
1190002F15Rik	1190002F15Rik	1190002F15Rik	chr6:134929091-134951718	ST_WT_GF	ST_WT_SPF	NOTEST	0.699096	0.732843	0.0680126	0	1	1	no
1190002N15Rik	1190002N15Rik	1190002N15Rik	chr9:94517863-94538081	ST_WT_GF	ST_WT_SPF	OK	5.10602	6.69494	0.390873	0.398811	0.1705	0.865658	no
1190003K10Rik	1190003K10Rik	1190003K10Rik	chr13:64481245-64497792	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1190005I06Rik	1190005I06Rik	1190005I06Rik	chr8:120608599-120668142	ST_WT_GF	ST_WT_SPF	OK	13.7586	16.9659	0.302307	0.177007	0.54465	0.999552	no
1190007I07Rik	1190007I07Rik	1190007I07Rik	chr10:82619850-82623228	ST_WT_GF	ST_WT_SPF	OK	11.1464	12.1101	0.119635	0.103489	0.7023	0.999552	no
1200014J11Rik	1200014J11Rik	1200014J11Rik	chr11:73047866-73083579	ST_WT_GF	ST_WT_SPF	OK	6.32731	5.62201	-0.170507	-0.21731	0.41705	0.999552	no
1300002E11Rik	1300002E11Rik	1300002E11Rik	chr16:21794346-21809039	ST_WT_GF	ST_WT_SPF	OK	6.94268	6.48858	-0.0975905	-0.0618972	0.8406	0.999552	no
1300017J02Rik	1300017J02Rik	1300017J02Rik	chr9:103250529-103288297	ST_WT_GF	ST_WT_SPF	NOTEST	0.0165284	0.0107033	-0.626894	0	1	1	no
1500004A13Rik	1500004A13Rik	1500004A13Rik	chr3:88777056-88832487	ST_WT_GF	ST_WT_SPF	NOTEST	1.26833	1.20171	-0.0778493	0	1	1	no
1500009C09Rik	1500009C09Rik	1500009C09Rik	chr15:82252396-82260753	ST_WT_GF	ST_WT_SPF	OK	27.4424	34.458	0.328432	0.425742	0.14055	0.830197	no
1500009L16Rik	1500009L16Rik	1500009L16Rik	chr10:83722864-83762762	ST_WT_GF	ST_WT_SPF	OK	11.0035	11.3911	0.0499483	0.0543225	0.849	0.999552	no
1500011B03Rik	1500011B03Rik	1500011B03Rik	chr5:114808195-114813976	ST_WT_GF	ST_WT_SPF	OK	47.5259	62.048	0.384671	0.401048	0.17575	0.870799	no
1500011K16Rik	1500011K16Rik	1500011K16Rik	chr2:127791376-127792488	ST_WT_GF	ST_WT_SPF	OK	65.0178	86.0399	0.404171	0.486315	0.0796	0.713538	no
1500012F01Rik	1500012F01Rik	1500012F01Rik	chr2:167035795-167065862	ST_WT_GF	ST_WT_SPF	OK	89.4712	141.692	0.663267	0.726992	0.01425	0.390151	no
1500012K07Rik	1500012K07Rik	1500012K07Rik	chr7:75114894-75331419	ST_WT_GF	ST_WT_SPF	NOTEST	0.802823	1.13827	0.503684	0	1	1	no
1500015A07Rik	1500015A07Rik	1500015A07Rik	chr18:61726389-61728253	ST_WT_GF	ST_WT_SPF	NOTEST	1.33713	1.84347	0.463279	0	1	1	no
1500015L24Rik	1500015L24Rik	1500015L24Rik	chr19:20405287-20422785	ST_WT_GF	ST_WT_SPF	NOTEST	0.386519	0.34124	-0.179752	0	1	1	no
1500015O10Rik	1500015O10Rik	1500015O10Rik	chr1:43730601-43742564	ST_WT_GF	ST_WT_SPF	NOTEST	2.44161	2.2569	-0.113492	0	1	1	no
1500017E21Rik	1500017E21Rik	1500017E21Rik	chr19:36554638-36689479	ST_WT_GF	ST_WT_SPF	NOTEST	1.53403	1.17474	-0.384979	0	1	1	no
1500026H17Rik	1500026H17Rik	1500026H17Rik	chr10:89686362-89700866	ST_WT_GF	ST_WT_SPF	NOTEST	0.345754	0.389674	0.17252	0	1	1	no
1600002D24Rik	1600002D24Rik	1600002D24Rik	chr16:95831122-95929077	ST_WT_GF	ST_WT_SPF	NOTEST	0.0169535	0.0336655	0.989682	0	1	1	no
1600002H07Rik	1600002H07Rik	1600002H07Rik	chr17:24215055-24220769	ST_WT_GF	ST_WT_SPF	NOTEST	0.877124	1.18775	0.43738	0	1	1	no
1600002K03Rik	1600002K03Rik	1600002K03Rik	chr10:79697304-80369637	ST_WT_GF	ST_WT_SPF	OK	3.4342	3.97325	0.210346	0.00750498	0.79875	0.999552	no
1600010M07Rik	1600010M07Rik	1600010M07Rik	chr7:109998376-110006646	ST_WT_GF	ST_WT_SPF	NOTEST	0.297577	0.36451	0.292698	0	1	1	no
1600012H06Rik	1600012H06Rik	1600012H06Rik	chr17:14943183-14961260	ST_WT_GF	ST_WT_SPF	NOTEST	2.11621	2.51538	0.249294	0	1	1	no
1600014C10Rik	1600014C10Rik	1600014C10Rik	chr7:38183216-38197565	ST_WT_GF	ST_WT_SPF	NOTEST	1.84746	1.82919	-0.0143366	0	1	1	no
1600014C23Rik	1600014C23Rik	1600014C23Rik	chr17:45732863-45733844	ST_WT_GF	ST_WT_SPF	NOTEST	0.347034	1.25407	1.85346	0	1	1	no
1600014K23Rik	1600014K23Rik	1600014K23Rik	chrX:85249676-85270291	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1600015I10Rik	1600015I10Rik	1600015I10Rik	chr6:48929895-48933687	ST_WT_GF	ST_WT_SPF	NOTEST	0	0.0204004	inf	0	1	1	no
1600019K03Rik	1600019K03Rik	1600019K03Rik	chr16:35503169-35509419	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1600020E01Rik	1600020E01Rik	1600020E01Rik	chr6:86527329-86564449	ST_WT_GF	ST_WT_SPF	OK	9.85201	13.6822	0.473805	0.428821	0.1034	0.764376	no
1600023N17Rik	1600023N17Rik	1600023N17Rik	chr5:45668700-45669708	ST_WT_GF	ST_WT_SPF	NOTEST	0.141684	0.0535141	-1.40468	0	1	1	no
1600025M17Rik	1600025M17Rik	1600025M17Rik	chrX:56317607-56320664	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1600027J07Rik	1600027J07Rik	1600027J07Rik	chr8:103343877-103347534	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1600029I14Rik	1600029I14Rik	1600029I14Rik	chr9:99456242-99568899	ST_WT_GF	ST_WT_SPF	NOTEST	0.144993	0.296281	1.03098	0	1	1	no
1600029O15Rik	1600029O15Rik	1600029O15Rik	chr9:58196296-58208808	ST_WT_GF	ST_WT_SPF	NOTEST	1.14679	0.873674	-0.392429	0	1	1	no
1700001C02Rik	1700001C02Rik	1700001C02Rik	chr5:30466076-30484087	ST_WT_GF	ST_WT_SPF	NOTEST	0.138697	0.176662	0.349057	0	1	1	no
1700001C19Rik	1700001C19Rik	1700001C19Rik	chr17:47412733-47470638	ST_WT_GF	ST_WT_SPF	NOTEST	0.139564	0.0924293	-0.594503	0	1	1	no
1700001D01Rik	1700001D01Rik	1700001D01Rik	chr8:61224170-61396072	ST_WT_GF	ST_WT_SPF	NOTEST	0	0.0887689	inf	0	1	1	no
1700001F09Rik	1700001F09Rik	1700001F09Rik	chr14:43342383-43347811	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700001G01Rik	1700001G01Rik	1700001G01Rik	chr18:17035507-17137559	ST_WT_GF	ST_WT_SPF	NOTEST	0.102898	0.148503	0.529287	0	1	1	no
1700001G11Rik	1700001G11Rik	1700001G11Rik	chr14:66295328-66311424	ST_WT_GF	ST_WT_SPF	NOTEST	0.211947	0.125861	-0.751867	0	1	1	no
1700001G17Rik	1700001G17Rik	1700001G17Rik	chr1:33669823-33670712	ST_WT_GF	ST_WT_SPF	NOTEST	0.0847358	0.0322547	-1.39346	0	1	1	no
1700001J03Rik	1700001J03Rik	1700001J03Rik	chr5:146182449-146185304	ST_WT_GF	ST_WT_SPF	NOTEST	0.0692383	0	-inf	0	1	1	no
1700001J11Rik	1700001J11Rik	1700001J11Rik	chr9:40050557-40053025	ST_WT_GF	ST_WT_SPF	NOTEST	0.030243	0	-inf	0	1	1	no
1700001K19Rik	1700001K19Rik	1700001K19Rik	chr12:110667688-110682619	ST_WT_GF	ST_WT_SPF	NOTEST	0.216541	0.351067	0.697108	0	1	1	no
1700001K23Rik	1700001K23Rik	1700001K23Rik	chr19:53248735-53255205	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700001L05Rik	1700001L05Rik	1700001L05Rik	chr15:83353846-83367297	ST_WT_GF	ST_WT_SPF	NOTEST	0.258522	0.141237	-0.872167	0	1	1	no
1700001L19Rik	1700001L19Rik	1700001L19Rik	chr13:68597438-68614231	ST_WT_GF	ST_WT_SPF	NOTEST	2.25654	3.02717	0.423861	0	1	1	no
1700001O22Rik	1700001O22Rik	1700001O22Rik	chr2:30795562-30803664	ST_WT_GF	ST_WT_SPF	NOTEST	0.805864	0.73807	-0.12678	0	1	1	no
1700001P01Rik	1700001P01Rik	1700001P01Rik	chr11:97771480-97775918	ST_WT_GF	ST_WT_SPF	NOTEST	0.0944253	0.208266	1.14118	0	1	1	no
1700003C15Rik	1700003C15Rik	1700003C15Rik	chr5:11749832-11769308	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700003D09Rik	1700003D09Rik	1700003D09Rik	chr11:98348737-98358283	ST_WT_GF	ST_WT_SPF	NOTEST	1.43327	0.474248	-1.5956	0	1	1	no
1700003E16Rik	1700003E16Rik	1700003E16Rik	chr6:83156403-83162975	ST_WT_GF	ST_WT_SPF	NOTEST	1.62027	1.37557	-0.236208	0	1	1	no
1700003E24Rik	1700003E24Rik	1700003E24Rik	chrX:93183226-93183944	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700003F12Rik	1700003F12Rik	1700003F12Rik	chr2:154544404-154558853	ST_WT_GF	ST_WT_SPF	NOTEST	0	0.0469235	inf	0	1	1	no
1700003G13Rik	1700003G13Rik	1700003G13Rik	chr9:45318265-45347580	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700003G18Rik	1700003G18Rik	1700003G18Rik	chr7:116081761-116093149	ST_WT_GF	ST_WT_SPF	NOTEST	0.0433939	0	-inf	0	1	1	no
1700003H04Rik	1700003H04Rik	1700003H04Rik	chr3:124565890-124581091	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700003I22Rik	1700003I22Rik	1700003I22Rik	chr1:56018977-56020203	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700003L19Rik	1700003L19Rik	1700003L19Rik	chr16:12811389-12848653	ST_WT_GF	ST_WT_SPF	NOTEST	0.12349	0.0427081	-1.53182	0	1	1	no
1700003M02Rik	1700003M02Rik	1700003M02Rik	chr4:34711331-34730206	ST_WT_GF	ST_WT_SPF	NOTEST	0.190915	0.186239	-0.0357766	0	1	1	no
1700003M07Rik	1700003M07Rik	1700003M07Rik	chr4:129960373-129965138	ST_WT_GF	ST_WT_SPF	OK	3.4861	2.29066	-0.605851	-0.509998	0.06765	0.677146	no
1700003P14Rik	1700003P14Rik	1700003P14Rik	chr13:118556167-118588629	ST_WT_GF	ST_WT_SPF	NOTEST	0	0.0453755	inf	0	1	1	no
1700006A11Rik	1700006A11Rik	1700006A11Rik	chr3:124401154-124426028	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700006E09Rik	1700006E09Rik	1700006E09Rik	chr11:101987055-101992264	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700006F04Rik	1700006F04Rik	1700006F04Rik	chr14:119138264-119869815	ST_WT_GF	ST_WT_SPF	NOTEST	0.420492	0.157625	-1.41558	0	1	1	no
1700006H21Rik	1700006H21Rik	1700006H21Rik	chr13:107687396-107692168	ST_WT_GF	ST_WT_SPF	NOTEST	0.0995474	0	-inf	0	1	1	no
1700007B14Rik	1700007B14Rik	1700007B14Rik	chr8:75448693-75984507	ST_WT_GF	ST_WT_SPF	NOTEST	0.18404	0.102866	-0.839253	0	1	1	no
1700007F19Rik	1700007F19Rik	1700007F19Rik	chr3:58141706-58163807	ST_WT_GF	ST_WT_SPF	NOTEST	0.0200579	0	-inf	0	1	1	no
1700007G11Rik	1700007G11Rik	1700007G11Rik	chr5:98329303-98802019	ST_WT_GF	ST_WT_SPF	NOTEST	0.21026	0.374474	0.832689	0	1	1	no
1700007J10Rik	1700007J10Rik	1700007J10Rik	chr11:59662494-59780860	ST_WT_GF	ST_WT_SPF	OK	7.27808	5.28449	-0.461792	-0.13911	0.72225	0.999552	no
1700007K09Rik	1700007K09Rik	1700007K09Rik	chr7:131325930-131329499	ST_WT_GF	ST_WT_SPF	NOTEST	0	0.0399723	inf	0	1	1	no
1700007K13Rik	1700007K13Rik	1700007K13Rik	chr2:28462000-28466324	ST_WT_GF	ST_WT_SPF	NOTEST	1.19051	1.01332	-0.232487	0	1	1	no
1700007L15Rik	1700007L15Rik	1700007L15Rik	chr16:33379853-33380736	ST_WT_GF	ST_WT_SPF	NOTEST	0.92743	0.518693	-0.838356	0	1	1	no
1700007P06Rik	1700007P06Rik	1700007P06Rik	chr1:187048406-187215446	ST_WT_GF	ST_WT_SPF	NOTEST	0.254571	0.22446	-0.181613	0	1	1	no
1700008C04Rik	1700008C04Rik	1700008C04Rik	chr12:51005155-51062543	ST_WT_GF	ST_WT_SPF	NOTEST	0.383939	0.119147	-1.68813	0	1	1	no
1700008J07Rik	1700008J07Rik	1700008J07Rik	chr7:127510437-127561219	ST_WT_GF	ST_WT_SPF	NOTEST	0.248782	0.38448	0.628024	0	1	1	no
1700008K24Rik	1700008K24Rik	1700008K24Rik	chr17:49112263-49113533	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700008O03Rik	1700008O03Rik	1700008O03Rik	chr7:44360044-44375030	ST_WT_GF	ST_WT_SPF	NOTEST	0.40655	0.75735	0.897526	0	1	1	no
1700008P02Rik	1700008P02Rik	1700008P02Rik	chr3:6615412-6620443	ST_WT_GF	ST_WT_SPF	NOTEST	0.0477235	0	-inf	0	1	1	no
1700009C05Rik	1700009C05Rik	1700009C05Rik	chr6:81900464-81910800	ST_WT_GF	ST_WT_SPF	NOTEST	0.0443331	0.0682079	0.621555	0	1	1	no
1700009J07Rik	1700009J07Rik	1700009J07Rik	chr10:77893419-77896111	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700009N14Rik	1700009N14Rik	1700009N14Rik	chr4:39450292-39451778	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700010B08Rik	1700010B08Rik	1700010B08Rik	chr2:173719414-173722086	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700010D01Rik	1700010D01Rik	1700010D01Rik	chrX:95711677-95927970	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700010I02Rik	1700010I02Rik	1700010I02Rik	chr3:7925302-7954887	ST_WT_GF	ST_WT_SPF	NOTEST	0.420107	0.504227	0.263319	0	1	1	no
1700010I14Rik	1700010I14Rik	1700010I14Rik	chr17:8988332-9008319	ST_WT_GF	ST_WT_SPF	NOTEST	0.218105	0.250347	0.198903	0	1	1	no
1700010J16Rik	1700010J16Rik	1700010J16Rik	chr10:112726925-112785599	ST_WT_GF	ST_WT_SPF	NOTEST	0.0490604	0	-inf	0	1	1	no
1700010K23Rik	1700010K23Rik	1700010K23Rik	chr16:66655420-67620908	ST_WT_GF	ST_WT_SPF	OK	40.3862	37.7287	-0.098198	-0.0130087	0.89805	0.999552	no
1700011A15Rik	1700011A15Rik	1700011A15Rik	chr15:101431013-101491512	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700011B04Rik	1700011B04Rik	1700011B04Rik	chr13:35181622-35188014	ST_WT_GF	ST_WT_SPF	NOTEST	0	0.0424743	inf	0	1	1	no
1700011C11Rik	1700011C11Rik	1700011C11Rik	chr7:71947526-72027317	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700011E24Rik	1700011E24Rik	1700011E24Rik	chr17:87389570-87427741	ST_WT_GF	ST_WT_SPF	NOTEST	0.0402176	0	-inf	0	1	1	no
1700011H14Rik	1700011H14Rik	1700011H14Rik	chr14:49226358-49245428	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700011I03Rik	1700011I03Rik	1700011I03Rik	chr18:57533825-57731065	ST_WT_GF	ST_WT_SPF	NOTEST	0.239653	0.0741978	-1.6915	0	1	1	no
1700011L22Rik	1700011L22Rik	1700011L22Rik	chr8:79210429-79248583	ST_WT_GF	ST_WT_SPF	NOTEST	0.0479054	0	-inf	0	1	1	no
1700011M02Rik	1700011M02Rik	1700011M02Rik	chrX:102908904-102909651	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700012A03Rik	1700012A03Rik	1700012A03Rik	chr6:32050287-32058915	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700012B07Rik	1700012B07Rik	1700012B07Rik	chr11:109788290-109828046	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700012B09Rik	1700012B09Rik	1700012B09Rik	chr9:14758193-14771030	ST_WT_GF	ST_WT_SPF	NOTEST	0.125107	1.45032	3.53514	0	1	1	no
1700012C14Rik	1700012C14Rik	1700012C14Rik	chr6:30460984-30463313	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700012D01Rik	1700012D01Rik	1700012D01Rik	chr10:127667122-127668851	ST_WT_GF	ST_WT_SPF	OK	3.70135	4.21093	0.186088	0.12887	0.636	0.999552	no
1700012D14Rik	1700012D14Rik	1700012D14Rik	chr7:111117672-111122675	ST_WT_GF	ST_WT_SPF	NOTEST	0.060686	0.21955	1.85512	0	1	1	no
1700012D16Rik	1700012D16Rik	1700012D16Rik	chr3:153202508-153725133	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700012H19Rik	1700012H19Rik	1700012H19Rik	chr11:112822964-112825128	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
1700012I11Rik	1700012I11Rik	1700012I11Rik	chr15:67226768-67377094	ST_WT_GF	ST_WT_SPF	NOTEST	2.43258	1.64748	-0.562231	0	1	1	no
