Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0034241	positive regulation of macrophage fusion	 	2.562E-4	6.347E-1	1.040E-2	8.732E-2	2	5	TYROBP,TREM2
GO: Biological Process	GO:0006164	purine nucleotide biosynthetic process	 	2.704E-4	6.697E-1	1.080E-2	9.065E-2	8	326	NDUFB3,NDUFB5,NDUFS8,NDUFA13,GUK1,ISCU,TREM2,COX7A2L
GO: Biological Process	GO:0036230	granulocyte activation	 	2.755E-4	6.824E-1	1.083E-2	9.091E-2	10	508	IL18,SCAMP1,B2M,PSMB1,PSMB7,SRP14,TTR,TYROBP,FCER1G,CST3
GO: Biological Process	GO:0046034	ATP metabolic process	 	2.875E-4	7.122E-1	1.100E-2	9.229E-2	8	329	NDUFB3,NDUFB5,NDUFS8,NDUFA13,GUK1,ISCU,TREM2,COX7A2L
GO: Biological Process	GO:0006401	RNA catabolic process	 	2.886E-4	7.148E-1	1.100E-2	9.229E-2	9	417	PSMB1,RPS9,POLR2G,PSMB7,PSMD5,RPSA,RPL10A,LRPPRC,RPL3
GO: Biological Process	GO:0006518	peptide metabolic process	 	3.023E-4	7.488E-1	1.122E-2	9.418E-2	14	940	RPS9,POLR2G,MRPL27,SRP14,SEC11C,RPSA,RPL10A,LRPPRC,GSTK1,CDC123,GGCT,AURKAIP1,EIF3I,RPL3
GO: Biological Process	GO:0072521	purine-containing compound metabolic process	 	3.035E-4	7.519E-1	1.122E-2	9.418E-2	11	614	NDUFB3,NDUFB5,TTR,ITPA,NDUFS8,NDUFA13,GUK1,ISCU,TREM2,SCP2,COX7A2L
GO: Biological Process	GO:0009165	nucleotide biosynthetic process	 	3.204E-4	7.936E-1	1.167E-2	9.794E-2	9	423	RFK,NDUFB3,NDUFB5,NDUFS8,NDUFA13,GUK1,ISCU,TREM2,COX7A2L
GO: Biological Process	GO:1901293	nucleoside phosphate biosynthetic process	 	3.374E-4	8.356E-1	1.185E-2	9.945E-2	9	426	RFK,NDUFB3,NDUFB5,NDUFS8,NDUFA13,GUK1,ISCU,TREM2,COX7A2L
GO: Biological Process	GO:0032981	mitochondrial respiratory chain complex I assembly	 	3.432E-4	8.502E-1	1.185E-2	9.945E-2	4	65	NDUFB3,NDUFB5,NDUFS8,NDUFA13
GO: Biological Process	GO:0010257	NADH dehydrogenase complex assembly	 	3.432E-4	8.502E-1	1.185E-2	9.945E-2	4	65	NDUFB3,NDUFB5,NDUFS8,NDUFA13
GO: Biological Process	GO:0072522	purine-containing compound biosynthetic process	 	3.444E-4	8.532E-1	1.185E-2	9.945E-2	8	338	NDUFB3,NDUFB5,NDUFS8,NDUFA13,GUK1,ISCU,TREM2,COX7A2L
GO: Biological Process	GO:0034239	regulation of macrophage fusion	 	3.831E-4	9.489E-1	1.300E-2	1.091E-1	2	6	TYROBP,TREM2
GO: Biological Process	GO:0006625	protein targeting to peroxisome	 	4.081E-4	1.000E0	1.330E-2	1.116E-1	4	68	NUDT19,ECH1,GSTK1,SCP2
GO: Biological Process	GO:0072663	establishment of protein localization to peroxisome	 	4.081E-4	1.000E0	1.330E-2	1.116E-1	4	68	NUDT19,ECH1,GSTK1,SCP2
GO: Biological Process	GO:0072662	protein localization to peroxisome	 	4.081E-4	1.000E0	1.330E-2	1.116E-1	4	68	NUDT19,ECH1,GSTK1,SCP2
GO: Biological Process	GO:0090407	organophosphate biosynthetic process	 	4.513E-4	1.000E0	1.448E-2	1.215E-1	12	751	RFK,PTPMT1,NDUFB3,NDUFB5,NDUFS8,PIK3R4,NDUFA13,GUK1,ISCU,TREM2,SCP2,COX7A2L
GO: Biological Process	GO:0043574	peroxisomal transport	 	4.559E-4	1.000E0	1.448E-2	1.215E-1	4	70	NUDT19,ECH1,GSTK1,SCP2
GO: Biological Process	GO:0043603	cellular amide metabolic process	 	4.734E-4	1.000E0	1.459E-2	1.224E-1	16	1225	SPTSSA,RPS9,POLR2G,MRPL27,SRP14,SEC11C,RPSA,RPL10A,LRPPRC,GSTK1,CDC123,GGCT,SCP2,AURKAIP1,EIF3I,RPL3
GO: Biological Process	GO:0070979	protein K11-linked ubiquitination	 	4.765E-4	1.000E0	1.459E-2	1.224E-1	3	30	RNF4,UBE2S,ANAPC4
GO: Biological Process	GO:0090150	establishment of protein localization to membrane	 	4.770E-4	1.000E0	1.459E-2	1.224E-1	8	355	RPS9,SRP14,RPSA,RPL10A,NDUFA13,TIMM10,TOMM22,RPL3
GO: Biological Process	GO:0048002	antigen processing and presentation of peptide antigen	 	4.863E-4	1.000E0	1.469E-2	1.233E-1	6	194	B2M,PSMB1,PSMB7,PSMD5,FCER1G,TREM2
GO: Biological Process	GO:0002275	myeloid cell activation involved in immune response	 	5.673E-4	1.000E0	1.693E-2	1.421E-1	10	557	SCAMP1,B2M,PSMB1,PSMB7,SRP14,TTR,TYROBP,FCER1G,CST3,TREM2
GO: Biological Process	GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	 	5.926E-4	1.000E0	1.747E-2	1.466E-1	4	75	B2M,PSMB1,PSMB7,PSMD5
GO: Biological Process	GO:0009150	purine ribonucleotide metabolic process	 	5.996E-4	1.000E0	1.747E-2	1.466E-1	10	561	NDUFB3,NDUFB5,ITPA,NDUFS8,NDUFA13,GUK1,ISCU,TREM2,SCP2,COX7A2L
GO: Biological Process	GO:0044743	protein transmembrane import into intracellular organelle	 	6.919E-4	1.000E0	1.942E-2	1.630E-1	3	34	PAM16,CHCHD4,TIMM17A
GO: Biological Process	GO:0006402	mRNA catabolic process	 	7.072E-4	1.000E0	1.942E-2	1.630E-1	8	377	PSMB1,RPS9,POLR2G,PSMB7,PSMD5,RPSA,RPL10A,RPL3
GO: Biological Process	GO:0085020	protein K6-linked ubiquitination	 	7.103E-4	1.000E0	1.942E-2	1.630E-1	2	8	RNF4,UBE2S
GO: Biological Process	GO:0034238	macrophage fusion	 	7.103E-4	1.000E0	1.942E-2	1.630E-1	2	8	TYROBP,TREM2
GO: Biological Process	GO:0019673	GDP-mannose metabolic process	 	7.103E-4	1.000E0	1.942E-2	1.630E-1	2	8	GUK1,PMM1
GO: Biological Process	GO:0043043	peptide biosynthetic process	 	7.136E-4	1.000E0	1.942E-2	1.630E-1	12	791	RPS9,POLR2G,MRPL27,SRP14,RPSA,RPL10A,LRPPRC,CDC123,GGCT,AURKAIP1,EIF3I,RPL3
GO: Biological Process	GO:0002274	myeloid leukocyte activation	 	7.388E-4	1.000E0	1.989E-2	1.669E-1	11	683	IL18,SCAMP1,B2M,PSMB1,PSMB7,SRP14,TTR,TYROBP,FCER1G,CST3,TREM2
GO: Biological Process	GO:0006163	purine nucleotide metabolic process	 	7.743E-4	1.000E0	2.062E-2	1.731E-1	10	580	NDUFB3,NDUFB5,ITPA,NDUFS8,NDUFA13,GUK1,ISCU,TREM2,SCP2,COX7A2L
GO: Biological Process	GO:0043312	neutrophil degranulation	 	8.930E-4	1.000E0	2.348E-2	1.971E-1	9	488	SCAMP1,B2M,PSMB1,PSMB7,SRP14,TTR,TYROBP,FCER1G,CST3
GO: Biological Process	GO:0043604	amide biosynthetic process	 	9.078E-4	1.000E0	2.348E-2	1.971E-1	13	930	SPTSSA,RPS9,POLR2G,MRPL27,SRP14,RPSA,RPL10A,LRPPRC,CDC123,GGCT,AURKAIP1,EIF3I,RPL3
GO: Biological Process	GO:0034756	regulation of iron ion transport	 	9.102E-4	1.000E0	2.348E-2	1.971E-1	2	9	B2M,ISCU
GO: Biological Process	GO:0002283	neutrophil activation involved in immune response	 	9.323E-4	1.000E0	2.381E-2	1.998E-1	9	491	SCAMP1,B2M,PSMB1,PSMB7,SRP14,TTR,TYROBP,FCER1G,CST3
GO: Biological Process	GO:1901137	carbohydrate derivative biosynthetic process	 	1.071E-3	1.000E0	2.708E-2	2.273E-1	12	829	RFK,NDUFB3,NDUFB5,NDUFS8,NDUFA13,POGLUT1,GUK1,ISCU,TREM2,COX7A2L,SDF2,PMM1
GO: Biological Process	GO:0002446	neutrophil mediated immunity	 	1.150E-3	1.000E0	2.838E-2	2.382E-1	9	506	SCAMP1,B2M,PSMB1,PSMB7,SRP14,TTR,TYROBP,FCER1G,CST3
GO: Biological Process	GO:0000209	protein polyubiquitination	 	1.154E-3	1.000E0	2.838E-2	2.382E-1	7	314	PSMB1,PSMB7,PSMD5,IFI27,RNF4,UBE2S,ANAPC4
GO: Biological Process	GO:0019637	organophosphate metabolic process	 	1.157E-3	1.000E0	2.838E-2	2.382E-1	15	1203	PLA2G7,RFK,PTPMT1,NDUFB3,NDUFB5,ITPA,NDUFS8,PIK3R4,NDUFA13,GUK1,ISCU,TREM2,SCP2,ENPP5,COX7A2L
GO: Biological Process	GO:0030163	protein catabolic process	 	1.258E-3	1.000E0	3.054E-2	2.563E-1	13	964	USE1,PSMB1,PSMB7,PSMD5,IFI27,NDUFA13,RNF7,RNF4,CST3,TREM2,UBE2S,SDF2,ANAPC4
GO: Biological Process	GO:0002366	leukocyte activation involved in immune response	 	1.294E-3	1.000E0	3.113E-2	2.612E-1	11	732	IL18,SCAMP1,B2M,PSMB1,PSMB7,SRP14,TTR,TYROBP,FCER1G,CST3,TREM2
GO: Biological Process	GO:0019882	antigen processing and presentation	 	1.317E-3	1.000E0	3.137E-2	2.633E-1	6	235	B2M,PSMB1,PSMB7,PSMD5,FCER1G,TREM2
GO: Biological Process	GO:0002263	cell activation involved in immune response	 	1.352E-3	1.000E0	3.189E-2	2.677E-1	11	736	IL18,SCAMP1,B2M,PSMB1,PSMB7,SRP14,TTR,TYROBP,FCER1G,CST3,TREM2
GO: Biological Process	GO:0045039	protein insertion into mitochondrial inner membrane	 	1.381E-3	1.000E0	3.198E-2	2.684E-1	2	11	NDUFA13,TIMM10
GO: Biological Process	GO:1901857	positive regulation of cellular respiration	 	1.381E-3	1.000E0	3.198E-2	2.684E-1	2	11	CHCHD4,ISCU
GO: Biological Process	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	 	1.492E-3	1.000E0	3.423E-2	2.872E-1	4	96	PSMB1,PSMB7,PSMD5,RNF7
GO: Biological Process	GO:0033108	mitochondrial respiratory chain complex assembly	 	1.551E-3	1.000E0	3.523E-2	2.957E-1	4	97	NDUFB3,NDUFB5,NDUFS8,NDUFA13
GO: Biological Process	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	 	1.687E-3	1.000E0	3.799E-2	3.189E-1	8	432	PSMB1,PSMB7,PSMD5,IFI27,RNF7,RNF4,UBE2S,ANAPC4
GO: Biological Process	GO:0017144	drug metabolic process	 	1.743E-3	1.000E0	3.890E-2	3.264E-1	11	760	PLA2G7,RFK,NDUFB3,NDUFB5,NDUFS8,ADH5,NDUFA13,ISCU,TREM2,SCP2,COX7A2L
GO: Biological Process	GO:0006414	translational elongation	 	1.816E-3	1.000E0	3.982E-2	3.342E-1	11	764	RPS9,POLR2G,MRPL27,SRP14,RPSA,RPL10A,LRPPRC,CDC123,AURKAIP1,EIF3I,RPL3
GO: Biological Process	GO:0006412	translation	 	1.816E-3	1.000E0	3.982E-2	3.342E-1	11	764	RPS9,POLR2G,MRPL27,SRP14,RPSA,RPL10A,LRPPRC,CDC123,AURKAIP1,EIF3I,RPL3
GO: Biological Process	GO:0051204	protein insertion into mitochondrial membrane	 	1.899E-3	1.000E0	4.126E-2	3.463E-1	3	48	NDUFA13,TIMM10,TOMM22
GO: Biological Process	GO:0043299	leukocyte degranulation	 	1.939E-3	1.000E0	4.177E-2	3.505E-1	9	546	SCAMP1,B2M,PSMB1,PSMB7,SRP14,TTR,TYROBP,FCER1G,CST3
GO: Biological Process	GO:0050729	positive regulation of inflammatory response	 	1.958E-3	1.000E0	4.180E-2	3.508E-1	5	173	PLA2G7,IL18,FCER1G,TREM2,TAC1
GO: Biological Process	GO:0065002	intracellular protein transmembrane transport	 	2.015E-3	1.000E0	4.267E-2	3.581E-1	3	49	PAM16,CHCHD4,TIMM17A
GO: Biological Process	GO:0031349	positive regulation of defense response	 	2.088E-3	1.000E0	4.383E-2	3.678E-1	9	552	PLA2G7,IL18,PSMB1,PSMB7,PSMD5,PIK3R4,FCER1G,TREM2,TAC1
