test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
0610040B10Rik	0610040B10Rik	0610040B10Rik	chr5:143329307-143332704	ST_ASO_GF	ST_ASO_SPF	OK	27.4491	26.3384	-0.0595947	-0.0769661	0.85825	0.969594	no
0610040F04Rik	0610040F04Rik	0610040F04Rik	chr6:108577035-108666925	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.751343	0.780443	0.0548217	0	1	1	no
0610040J01Rik	0610040J01Rik	0610040J01Rik	chr5:63812494-63899619	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.438393	0.621069	0.502529	0	1	1	no
0610043K17Rik	0610043K17Rik	0610043K17Rik	chr4:101346523-101399185	ST_ASO_GF	ST_ASO_SPF	OK	18.3352	12.671	-0.533091	-0.560347	0.2136	0.633882	no
1010001N08Rik	1010001N08Rik	1010001N08Rik	chr18:11042036-11085635	ST_ASO_GF	ST_ASO_SPF	OK	16.2588	8.45237	-0.943792	-1.12195	0.0072	0.114061	no
1110001J03Rik	1110001J03Rik	1110001J03Rik	chr6:38534860-38539449	ST_ASO_GF	ST_ASO_SPF	OK	228.213	289.429	0.342828	0.739253	0.06515	0.374665	no
1110002L01Rik	1110002L01Rik	1110002L01Rik	chr12:3365131-3426747	ST_ASO_GF	ST_ASO_SPF	OK	9.43705	9.19735	-0.0371183	-0.069027	0.86105	0.970194	no
1110004E09Rik	1110004E09Rik	1110004E09Rik	chr16:90925810-90934849	ST_ASO_GF	ST_ASO_SPF	OK	30.089	36.6047	0.282793	0.571419	0.1613	0.565321	no
1110004F10Rik	1110004F10Rik	1110004F10Rik	chr7:116093379-116105210	ST_ASO_GF	ST_ASO_SPF	OK	54.3286	40.9349	-0.408379	-0.860325	0.03445	0.272222	no
1110006O24Rik	1110006O24Rik	1110006O24Rik	chr5:115631048-115631816	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.476702	0.55744	0.225727	0	1	1	no
1110007C09Rik	1110007C09Rik	1110007C09Rik	chr13:49202950-49216026	ST_ASO_GF	ST_ASO_SPF	OK	3.47299	4.37226	0.3322	0.313417	0.42895	0.803948	no
1110008F13Rik	1110008F13Rik	1110008F13Rik	chr2:156863121-156887078	ST_ASO_GF	ST_ASO_SPF	NOTEST	1.12203	0.324042	-1.79187	0	1	1	no
1110008L16Rik	1110008L16Rik	1110008L16Rik	chr12:55280813-55492647	ST_ASO_GF	ST_ASO_SPF	NOTEST	2.43893	2.31551	-0.0749149	0	1	1	no
1110008P14Rik	1110008P14Rik	1110008P14Rik	chr2:32379100-32381915	ST_ASO_GF	ST_ASO_SPF	OK	92.9606	83.5534	-0.153922	-0.308525	0.44345	0.812795	no
1110012L19Rik	1110012L19Rik	1110012L19Rik	chrX:70385912-70389416	ST_ASO_GF	ST_ASO_SPF	OK	3.29211	4.67882	0.507131	0.534937	0.18355	0.598092	no
1110015O18Rik	1110015O18Rik	1110015O18Rik	chr3:4798707-4814911	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.277163	0.507919	0.873862	0	1	1	no
1110017D15Rik	1110017D15Rik	1110017D15Rik	chr4:41505008-41517333	ST_ASO_GF	ST_ASO_SPF	OK	8.36298	13.2103	0.659578	0.657895	0.06225	0.365545	no
1110019D14Rik	1110019D14Rik	1110019D14Rik	chr6:13871568-13896421	ST_ASO_GF	ST_ASO_SPF	NOTEST	1.22835	0.697314	-0.816842	0	1	1	no
1110020A21Rik	1110020A21Rik	1110020A21Rik	chr17:84917181-85023992	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.537344	1.08882	1.01885	0	1	1	no
1110025L11Rik	1110025L11Rik	1110025L11Rik	chr16:89063409-89064002	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1110028F11Rik	1110028F11Rik	1110028F11Rik	chr11:87663086-87735539	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0.0316959	inf	0	1	1	no
1110028F18Rik	1110028F18Rik	1110028F18Rik	chr8:106587142-106594820	ST_ASO_GF	ST_ASO_SPF	NOTEST	1.01065	0.404734	-1.32024	0	1	1	no
1110032A03Rik	1110032A03Rik	1110032A03Rik	chr9:50762827-50768152	ST_ASO_GF	ST_ASO_SPF	OK	16.4339	29.5926	0.84856	1.71812	0.0001	0.00767093	yes
1110032F04Rik	1110032F04Rik	1110032F04Rik	chr3:68869585-68872163	ST_ASO_GF	ST_ASO_SPF	NOTEST	1.57046	1.20299	-0.38456	0	1	1	no
1110034G24Rik	1110034G24Rik	1110034G24Rik	chr2:132690282-132751055	ST_ASO_GF	ST_ASO_SPF	OK	3.33534	8.58993	1.36481	1.77693	0.0001	0.00767093	yes
1110036E04Rik	1110036E04Rik	1110036E04Rik	chr9:64049828-64054100	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1110037F02Rik	1110037F02Rik	1110037F02Rik	chr4:11485957-11551143	ST_ASO_GF	ST_ASO_SPF	NOTEST	2.45361	2.10313	-0.222367	0	1	1	no
1110038B12Rik	1110038B12Rik	1110038B12Rik	chr17:34950235-34952471	ST_ASO_GF	ST_ASO_SPF	OK	13.5977	15.0501	0.146404	0.154426	0.6929	0.924995	no
1110038F14Rik	1110038F14Rik	1110038F14Rik	chr15:76948543-76950731	ST_ASO_GF	ST_ASO_SPF	OK	16.6172	16.6437	0.00229347	0.00395656	0.99125	0.99748	no
1110046J04Rik	1110046J04Rik	1110046J04Rik	chr13:33917917-34002794	ST_ASO_GF	ST_ASO_SPF	NOTEST	1.28182	2.13437	0.735614	0	1	1	no
1110051M20Rik	1110051M20Rik	1110051M20Rik	chr2:91277827-91444642	ST_ASO_GF	ST_ASO_SPF	OK	11.9225	12.7913	0.101471	0.191961	0.63375	0.902867	no
1110058D11Rik	1110058D11Rik	1110058D11Rik	chr17:63863980-64139496	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.260469	0	-inf	0	1	1	no
1110059E24Rik	1110059E24Rik	1110059E24Rik	chr19:21597312-21652791	ST_ASO_GF	ST_ASO_SPF	OK	34.9438	38.2319	0.12974	0.262881	0.50185	0.845461	no
1110059G10Rik	1110059G10Rik	1110059G10Rik	chr9:122945088-122951000	ST_ASO_GF	ST_ASO_SPF	OK	7.39168	7.5843	0.0371121	0.0702975	0.8625	0.970511	no
1110065P20Rik	1110065P20Rik	1110065P20Rik	chr4:124802548-124850730	ST_ASO_GF	ST_ASO_SPF	OK	75.9774	88.8768	0.226236	0.429078	0.2977	0.71271	no
1190002F15Rik	1190002F15Rik	1190002F15Rik	chr6:134929091-134951718	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.793405	0.982852	0.308917	0	1	1	no
1190002N15Rik	1190002N15Rik	1190002N15Rik	chr9:94517863-94538081	ST_ASO_GF	ST_ASO_SPF	OK	3.5299	3.67138	0.0566968	0.095944	0.8123	0.958875	no
1190003K10Rik	1190003K10Rik	1190003K10Rik	chr13:64481245-64497792	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.0290947	0	-inf	0	1	1	no
1190005I06Rik	1190005I06Rik	1190005I06Rik	chr8:120608599-120668142	ST_ASO_GF	ST_ASO_SPF	OK	10.519	10.8911	0.0501577	0.0443838	0.9119	0.981417	no
1190007I07Rik	1190007I07Rik	1190007I07Rik	chr10:82619850-82623228	ST_ASO_GF	ST_ASO_SPF	OK	10.9199	12.3927	0.182531	0.205184	0.59745	0.889157	no
1200014J11Rik	1200014J11Rik	1200014J11Rik	chr11:73047866-73083579	ST_ASO_GF	ST_ASO_SPF	OK	6.68328	6.32798	-0.0788105	-0.159004	0.69845	0.926192	no
1300002E11Rik	1300002E11Rik	1300002E11Rik	chr16:21794346-21809039	ST_ASO_GF	ST_ASO_SPF	OK	10.0385	15.7673	0.651391	0.689327	0.10045	0.459958	no
1300017J02Rik	1300017J02Rik	1300017J02Rik	chr9:103250529-103288297	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.0839029	0	-inf	0	1	1	no
1500004A13Rik	1500004A13Rik	1500004A13Rik	chr3:88777056-88832487	ST_ASO_GF	ST_ASO_SPF	NOTEST	1.51524	1.22706	-0.304344	0	1	1	no
1500009C09Rik	1500009C09Rik	1500009C09Rik	chr15:82252396-82260753	ST_ASO_GF	ST_ASO_SPF	OK	25.9695	38.4715	0.566971	1.17947	0.00355	0.0753034	no
1500009L16Rik	1500009L16Rik	1500009L16Rik	chr10:83722864-83762762	ST_ASO_GF	ST_ASO_SPF	OK	7.71134	8.35258	0.11524	0.165853	0.6771	0.919722	no
1500011B03Rik	1500011B03Rik	1500011B03Rik	chr5:114808195-114813976	ST_ASO_GF	ST_ASO_SPF	OK	40.5051	56.1942	0.472317	0.693244	0.07955	0.412804	no
1500011K16Rik	1500011K16Rik	1500011K16Rik	chr2:127791376-127792488	ST_ASO_GF	ST_ASO_SPF	OK	54.3812	66.5334	0.290972	0.573091	0.15315	0.552834	no
1500012F01Rik	1500012F01Rik	1500012F01Rik	chr2:167035795-167065862	ST_ASO_GF	ST_ASO_SPF	OK	89.3686	127.673	0.514618	0.950847	0.0222	0.214427	no
1500012K07Rik	1500012K07Rik	1500012K07Rik	chr7:75114894-75331419	ST_ASO_GF	ST_ASO_SPF	NOTEST	2.65741	0.789013	-1.7519	0	1	1	no
1500015A07Rik	1500015A07Rik	1500015A07Rik	chr18:61726389-61728253	ST_ASO_GF	ST_ASO_SPF	NOTEST	1.03946	1.29948	0.322102	0	1	1	no
1500015L24Rik	1500015L24Rik	1500015L24Rik	chr19:20405287-20422785	ST_ASO_GF	ST_ASO_SPF	NOTEST	1.37725	0.828301	-0.733567	0	1	1	no
1500015O10Rik	1500015O10Rik	1500015O10Rik	chr1:43730601-43742564	ST_ASO_GF	ST_ASO_SPF	OK	6.85258	6.15263	-0.155443	-0.157254	0.6915	0.924248	no
1500017E21Rik	1500017E21Rik	1500017E21Rik	chr19:36554638-36689479	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.782913	0.777752	-0.00954222	0	1	1	no
1500026H17Rik	1500026H17Rik	1500026H17Rik	chr10:89686362-89700866	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.19011	0.463755	1.28653	0	1	1	no
1600002D24Rik	1600002D24Rik	1600002D24Rik	chr16:95831122-95929077	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.0840541	0.0606534	-0.470731	0	1	1	no
1600002H07Rik	1600002H07Rik	1600002H07Rik	chr17:24215055-24220769	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.579555	0.975002	0.75046	0	1	1	no
1600002K03Rik	1600002K03Rik	1600002K03Rik	chr10:79697304-80369637	ST_ASO_GF	ST_ASO_SPF	OK	4.48316	5.83873	0.381139	0.0248618	0.72965	0.936179	no
1600010M07Rik	1600010M07Rik	1600010M07Rik	chr7:109998376-110006646	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.279357	0.458931	0.716166	0	1	1	no
1600012H06Rik	1600012H06Rik	1600012H06Rik	chr17:14943183-14961260	ST_ASO_GF	ST_ASO_SPF	NOTEST	1.34033	1.63708	0.288538	0	1	1	no
1600014C10Rik	1600014C10Rik	1600014C10Rik	chr7:38183216-38197565	ST_ASO_GF	ST_ASO_SPF	NOTEST	1.44525	2.10244	0.540746	0	1	1	no
1600014C23Rik	1600014C23Rik	1600014C23Rik	chr17:45732863-45733844	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.164357	0.581173	1.82213	0	1	1	no
1600014K23Rik	1600014K23Rik	1600014K23Rik	chrX:85249676-85270291	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0.024831	inf	0	1	1	no
1600015I10Rik	1600015I10Rik	1600015I10Rik	chr6:48929895-48933687	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1600019K03Rik	1600019K03Rik	1600019K03Rik	chr16:35503169-35509419	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1600020E01Rik	1600020E01Rik	1600020E01Rik	chr6:86527329-86564449	ST_ASO_GF	ST_ASO_SPF	OK	8.18026	13.5652	0.729696	0.820305	0.02965	0.250084	no
1600023N17Rik	1600023N17Rik	1600023N17Rik	chr5:45668700-45669708	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.0561334	0.0786556	0.486688	0	1	1	no
1600025M17Rik	1600025M17Rik	1600025M17Rik	chrX:56317607-56320664	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1600027J07Rik	1600027J07Rik	1600027J07Rik	chr8:103343877-103347534	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1600029I14Rik	1600029I14Rik	1600029I14Rik	chr9:99456242-99568899	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0.164646	inf	0	1	1	no
1600029O15Rik	1600029O15Rik	1600029O15Rik	chr9:58196296-58208808	ST_ASO_GF	ST_ASO_SPF	NOTEST	1.48296	1.20554	-0.2988	0	1	1	no
1700001C02Rik	1700001C02Rik	1700001C02Rik	chr5:30466076-30484087	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.316883	0.231249	-0.454503	0	1	1	no
1700001C19Rik	1700001C19Rik	1700001C19Rik	chr17:47412733-47470638	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0.0139333	inf	0	1	1	no
1700001D01Rik	1700001D01Rik	1700001D01Rik	chr8:61224170-61396072	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0.087146	inf	0	1	1	no
1700001F09Rik	1700001F09Rik	1700001F09Rik	chr14:43342383-43347811	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700001G01Rik	1700001G01Rik	1700001G01Rik	chr18:17035507-17137559	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.376011	0.0920469	-2.03034	0	1	1	no
1700001G11Rik	1700001G11Rik	1700001G11Rik	chr14:66295328-66311424	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700001G17Rik	1700001G17Rik	1700001G17Rik	chr1:33669823-33670712	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700001J03Rik	1700001J03Rik	1700001J03Rik	chr5:146182449-146185304	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0.0274975	inf	0	1	1	no
1700001J11Rik	1700001J11Rik	1700001J11Rik	chr9:40050557-40053025	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700001K19Rik	1700001K19Rik	1700001K19Rik	chr12:110667688-110682619	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.0770094	0.287302	1.89946	0	1	1	no
1700001K23Rik	1700001K23Rik	1700001K23Rik	chr19:53248735-53255205	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700001L05Rik	1700001L05Rik	1700001L05Rik	chr15:83353846-83367297	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.076495	0.115184	0.590507	0	1	1	no
1700001L19Rik	1700001L19Rik	1700001L19Rik	chr13:68597438-68614231	ST_ASO_GF	ST_ASO_SPF	NOTEST	2.91864	3.14986	0.109988	0	1	1	no
1700001O22Rik	1700001O22Rik	1700001O22Rik	chr2:30795562-30803664	ST_ASO_GF	ST_ASO_SPF	NOTEST	1.11232	1.24912	0.167345	0	1	1	no
1700001P01Rik	1700001P01Rik	1700001P01Rik	chr11:97771480-97775918	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.10705	0	-inf	0	1	1	no
1700003C15Rik	1700003C15Rik	1700003C15Rik	chr5:11749832-11769308	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700003D09Rik	1700003D09Rik	1700003D09Rik	chr11:98348737-98358283	ST_ASO_GF	ST_ASO_SPF	NOTEST	1.1065	0.286512	-1.94933	0	1	1	no
1700003E16Rik	1700003E16Rik	1700003E16Rik	chr6:83156403-83162975	ST_ASO_GF	ST_ASO_SPF	NOTEST	2.27479	1.96169	-0.21363	0	1	1	no
1700003E24Rik	1700003E24Rik	1700003E24Rik	chrX:93183226-93183944	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700003F12Rik	1700003F12Rik	1700003F12Rik	chr2:154544404-154558853	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.720687	0	-inf	0	1	1	no
1700003G13Rik	1700003G13Rik	1700003G13Rik	chr9:45318265-45347580	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700003G18Rik	1700003G18Rik	1700003G18Rik	chr7:116081761-116093149	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700003H04Rik	1700003H04Rik	1700003H04Rik	chr3:124565890-124581091	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700003I22Rik	1700003I22Rik	1700003I22Rik	chr1:56018977-56020203	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700003L19Rik	1700003L19Rik	1700003L19Rik	chr16:12811389-12848653	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700003M02Rik	1700003M02Rik	1700003M02Rik	chr4:34711331-34730206	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.0465378	0.222328	2.25621	0	1	1	no
1700003M07Rik	1700003M07Rik	1700003M07Rik	chr4:129960373-129965138	ST_ASO_GF	ST_ASO_SPF	OK	5.49176	10.3438	0.913421	1.47023	0.00075	0.0289101	yes
1700003P14Rik	1700003P14Rik	1700003P14Rik	chr13:118556167-118588629	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700006A11Rik	1700006A11Rik	1700006A11Rik	chr3:124401154-124426028	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700006E09Rik	1700006E09Rik	1700006E09Rik	chr11:101987055-101992264	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700006F04Rik	1700006F04Rik	1700006F04Rik	chr14:119138264-119869815	ST_ASO_GF	ST_ASO_SPF	NOTEST	1.18352	0.191626	-2.62672	0	1	1	no
1700006H21Rik	1700006H21Rik	1700006H21Rik	chr13:107687396-107692168	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700007B14Rik	1700007B14Rik	1700007B14Rik	chr8:75448693-75984507	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.134865	0.168032	0.317218	0	1	1	no
1700007F19Rik	1700007F19Rik	1700007F19Rik	chr3:58141706-58163807	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.0851139	0	-inf	0	1	1	no
1700007G11Rik	1700007G11Rik	1700007G11Rik	chr5:98329303-98802019	ST_ASO_GF	ST_ASO_SPF	NOTEST	1.5211	0.375343	-2.01884	0	1	1	no
1700007J10Rik	1700007J10Rik	1700007J10Rik	chr11:59662494-59780860	ST_ASO_GF	ST_ASO_SPF	OK	8.66183	9.34044	0.108818	0.0539421	0.8987	0.978253	no
1700007K09Rik	1700007K09Rik	1700007K09Rik	chr7:131325930-131329499	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.0548631	0.268715	2.29217	0	1	1	no
1700007K13Rik	1700007K13Rik	1700007K13Rik	chr2:28462000-28466324	ST_ASO_GF	ST_ASO_SPF	NOTEST	1.09136	0.868411	-0.329671	0	1	1	no
1700007L15Rik	1700007L15Rik	1700007L15Rik	chr16:33379853-33380736	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.437986	0.680047	0.634751	0	1	1	no
1700007P06Rik	1700007P06Rik	1700007P06Rik	chr1:187048406-187215446	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.280932	0.551939	0.974288	0	1	1	no
1700008C04Rik	1700008C04Rik	1700008C04Rik	chr12:51005155-51062543	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.219364	0.0530649	-2.0475	0	1	1	no
1700008J07Rik	1700008J07Rik	1700008J07Rik	chr7:127510437-127561219	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.314603	0.381222	0.2771	0	1	1	no
1700008K24Rik	1700008K24Rik	1700008K24Rik	chr17:49112263-49113533	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700008O03Rik	1700008O03Rik	1700008O03Rik	chr7:44360044-44375030	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.217661	0.627695	1.52798	0	1	1	no
1700008P02Rik	1700008P02Rik	1700008P02Rik	chr3:6615412-6620443	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700009C05Rik	1700009C05Rik	1700009C05Rik	chr6:81900464-81910800	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0.12791	inf	0	1	1	no
1700009J07Rik	1700009J07Rik	1700009J07Rik	chr10:77893419-77896111	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700009N14Rik	1700009N14Rik	1700009N14Rik	chr4:39450292-39451778	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700010B08Rik	1700010B08Rik	1700010B08Rik	chr2:173719414-173722086	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700010D01Rik	1700010D01Rik	1700010D01Rik	chrX:95711677-95927970	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700010I02Rik	1700010I02Rik	1700010I02Rik	chr3:7925302-7954887	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700010I14Rik	1700010I14Rik	1700010I14Rik	chr17:8988332-9008319	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.261061	0.263856	0.0153611	0	1	1	no
1700010J16Rik	1700010J16Rik	1700010J16Rik	chr10:112726925-112785599	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700010K23Rik	1700010K23Rik	1700010K23Rik	chr16:66655420-67620908	ST_ASO_GF	ST_ASO_SPF	OK	31.4121	37.7298	0.264384	0.0501404	0.8105	0.958545	no
1700011A15Rik	1700011A15Rik	1700011A15Rik	chr15:101431013-101491512	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700011B04Rik	1700011B04Rik	1700011B04Rik	chr13:35181622-35188014	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700011C11Rik	1700011C11Rik	1700011C11Rik	chr7:71947526-72027317	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.160179	0	-inf	0	1	1	no
1700011E24Rik	1700011E24Rik	1700011E24Rik	chr17:87389570-87427741	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0.0778352	inf	0	1	1	no
1700011H14Rik	1700011H14Rik	1700011H14Rik	chr14:49226358-49245428	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700011I03Rik	1700011I03Rik	1700011I03Rik	chr18:57533825-57731065	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.158503	0.0771504	-1.03877	0	1	1	no
1700011L22Rik	1700011L22Rik	1700011L22Rik	chr8:79210429-79248583	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700011M02Rik	1700011M02Rik	1700011M02Rik	chrX:102908904-102909651	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700012A03Rik	1700012A03Rik	1700012A03Rik	chr6:32050287-32058915	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700012B07Rik	1700012B07Rik	1700012B07Rik	chr11:109788290-109828046	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
1700012B09Rik	1700012B09Rik	1700012B09Rik	chr9:14758193-14771030	ST_ASO_GF	ST_ASO_SPF	NOTEST	1.08331	0.971812	-0.156699	0	1	1	no
1700012C14Rik	1700012C14Rik	1700012C14Rik	chr6:30460984-30463313	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.304826	0	-inf	0	1	1	no
1700012D01Rik	1700012D01Rik	1700012D01Rik	chr10:127667122-127668851	ST_ASO_GF	ST_ASO_SPF	OK	2.83747	4.68598	0.723747	0.598505	0.1512	0.550088	no
1700012D14Rik	1700012D14Rik	1700012D14Rik	chr7:111117672-111122675	ST_ASO_GF	ST_ASO_SPF	NOTEST	0.164636	0.175092	0.0888267	0	1	1	no
1700012D16Rik	1700012D16Rik	1700012D16Rik	chr3:153202508-153725133	ST_ASO_GF	ST_ASO_SPF	NOTEST	0	0	0	0	1	1	no
