test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
1110007C09Rik	1110007C09Rik	1110007C09Rik	chr13:49202950-49216026	ST_ASO_SPF	ST_WT_GF	OK	5.91472	6.19036	0.0657148	0.0568171	0.8375	0.999552	no
1110008F13Rik	1110008F13Rik	1110008F13Rik	chr2:156863121-156887078	ST_ASO_SPF	ST_WT_GF	NOTEST	1.83918	1.41211	-0.381208	0	1	1	no
1110008L16Rik	1110008L16Rik	1110008L16Rik	chr12:55280813-55492647	ST_ASO_SPF	ST_WT_GF	OK	3.11052	4.43607	0.512126	0.213192	0.6219	0.999552	no
1110008P14Rik	1110008P14Rik	1110008P14Rik	chr2:32379100-32381915	ST_ASO_SPF	ST_WT_GF	OK	67.5713	53.2944	-0.342426	-0.407044	0.1602	0.853626	no
1110012L19Rik	1110012L19Rik	1110012L19Rik	chrX:70385912-70389416	ST_ASO_SPF	ST_WT_GF	OK	4.4721	3.19316	-0.485964	-0.392619	0.17195	0.866947	no
1110015O18Rik	1110015O18Rik	1110015O18Rik	chr3:4798707-4814911	ST_ASO_SPF	ST_WT_GF	NOTEST	0.392636	0.374431	-0.0684935	0	1	1	no
1110017D15Rik	1110017D15Rik	1110017D15Rik	chr4:41505008-41517333	ST_ASO_SPF	ST_WT_GF	OK	12.1541	8.38098	-0.536252	-0.412334	0.0904	0.739332	no
1110019D14Rik	1110019D14Rik	1110019D14Rik	chr6:13871568-13896421	ST_ASO_SPF	ST_WT_GF	NOTEST	0.559051	0.687008	0.297346	0	1	1	no
1110020A21Rik	1110020A21Rik	1110020A21Rik	chr17:84917181-85023992	ST_ASO_SPF	ST_WT_GF	NOTEST	1.09649	0.252144	-2.12057	0	1	1	no
1110025L11Rik	1110025L11Rik	1110025L11Rik	chr16:89063409-89064002	ST_ASO_SPF	ST_WT_GF	NOTEST	0.0501835	0	-inf	0	1	1	no
1110028F11Rik	1110028F11Rik	1110028F11Rik	chr11:87663086-87735539	ST_ASO_SPF	ST_WT_GF	NOTEST	0.0622482	0.0578845	-0.104856	0	1	1	no
1110028F18Rik	1110028F18Rik	1110028F18Rik	chr8:106587142-106594820	ST_ASO_SPF	ST_WT_GF	NOTEST	0.644616	1.01088	0.649101	0	1	1	no
1110032A03Rik	1110032A03Rik	1110032A03Rik	chr9:50762827-50768152	ST_ASO_SPF	ST_WT_GF	OK	22.8281	11.3682	-1.00581	-1.22952	5e-05	0.0236633	yes
1110032F04Rik	1110032F04Rik	1110032F04Rik	chr3:68869585-68872163	ST_ASO_SPF	ST_WT_GF	NOTEST	3.08426	2.54659	-0.276359	0	1	1	no
1110034G24Rik	1110034G24Rik	1110034G24Rik	chr2:132690282-132751055	ST_ASO_SPF	ST_WT_GF	OK	6.78028	4.13992	-0.711741	-0.677645	0.0166	0.415717	no
1110036E04Rik	1110036E04Rik	1110036E04Rik	chr9:64049828-64054100	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0.0525681	inf	0	1	1	no
1110037F02Rik	1110037F02Rik	1110037F02Rik	chr4:11485957-11551143	ST_ASO_SPF	ST_WT_GF	NOTEST	2.31786	2.65198	0.194278	0	1	1	no
1110038B12Rik	1110038B12Rik	1110038B12Rik	chr17:34950235-34952471	ST_ASO_SPF	ST_WT_GF	OK	17.9462	16.1754	-0.149875	-0.132188	0.63965	0.999552	no
1110038F14Rik	1110038F14Rik	1110038F14Rik	chr15:76948543-76950731	ST_ASO_SPF	ST_WT_GF	OK	21.7289	20.6081	-0.0764022	-0.0897293	0.7529	0.999552	no
1110046J04Rik	1110046J04Rik	1110046J04Rik	chr13:33917917-34002794	ST_ASO_SPF	ST_WT_GF	NOTEST	1.6933	2.35981	0.478831	0	1	1	no
1110051M20Rik	1110051M20Rik	1110051M20Rik	chr2:91277827-91444642	ST_ASO_SPF	ST_WT_GF	OK	17.4453	16.8895	-0.0467109	-0.0573896	0.83625	0.999552	no
1110058D11Rik	1110058D11Rik	1110058D11Rik	chr17:63863980-64139496	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0.171186	inf	0	1	1	no
1110059E24Rik	1110059E24Rik	1110059E24Rik	chr19:21597312-21652791	ST_ASO_SPF	ST_WT_GF	OK	62.5787	45.6746	-0.454281	-0.532471	0.0422	0.587221	no
1110059G10Rik	1110059G10Rik	1110059G10Rik	chr9:122945088-122951000	ST_ASO_SPF	ST_WT_GF	OK	6.18935	6.52242	0.0756201	0.089089	0.7578	0.999552	no
1110065P20Rik	1110065P20Rik	1110065P20Rik	chr4:124802548-124850730	ST_ASO_SPF	ST_WT_GF	OK	95.634	87.639	-0.12595	-0.149076	0.5975	0.999552	no
1190002F15Rik	1190002F15Rik	1190002F15Rik	chr6:134929091-134951718	ST_ASO_SPF	ST_WT_GF	NOTEST	1.04641	0.699096	-0.58189	0	1	1	no
1190002N15Rik	1190002N15Rik	1190002N15Rik	chr9:94517863-94538081	ST_ASO_SPF	ST_WT_GF	OK	6.20563	5.10602	-0.281379	-0.302807	0.27175	0.940841	no
1190003K10Rik	1190003K10Rik	1190003K10Rik	chr13:64481245-64497792	ST_ASO_SPF	ST_WT_GF	NOTEST	0.0384486	0	-inf	0	1	1	no
1190005I06Rik	1190005I06Rik	1190005I06Rik	chr8:120608599-120668142	ST_ASO_SPF	ST_WT_GF	OK	14.527	13.7586	-0.0784029	-0.0466798	0.8732	0.999552	no
1190007I07Rik	1190007I07Rik	1190007I07Rik	chr10:82619850-82623228	ST_ASO_SPF	ST_WT_GF	OK	13.7394	11.1464	-0.301747	-0.261265	0.33725	0.974983	no
1200014J11Rik	1200014J11Rik	1200014J11Rik	chr11:73047866-73083579	ST_ASO_SPF	ST_WT_GF	OK	4.99649	6.32731	0.340678	0.420377	0.1295	0.810227	no
1300002E11Rik	1300002E11Rik	1300002E11Rik	chr16:21794346-21809039	ST_ASO_SPF	ST_WT_GF	OK	11.5753	6.94268	-0.73748	-0.530933	0.0702	0.684008	no
1300017J02Rik	1300017J02Rik	1300017J02Rik	chr9:103250529-103288297	ST_ASO_SPF	ST_WT_GF	NOTEST	0.00623196	0.0165284	1.40719	0	1	1	no
1500004A13Rik	1500004A13Rik	1500004A13Rik	chr3:88777056-88832487	ST_ASO_SPF	ST_WT_GF	NOTEST	0.817001	1.26833	0.634524	0	1	1	no
1500009C09Rik	1500009C09Rik	1500009C09Rik	chr15:82252396-82260753	ST_ASO_SPF	ST_WT_GF	OK	35.2538	27.4424	-0.361374	-0.467755	0.09775	0.752222	no
1500009L16Rik	1500009L16Rik	1500009L16Rik	chr10:83722864-83762762	ST_ASO_SPF	ST_WT_GF	OK	11.8845	11.0035	-0.11112	-0.120934	0.66395	0.999552	no
1500011B03Rik	1500011B03Rik	1500011B03Rik	chr5:114808195-114813976	ST_ASO_SPF	ST_WT_GF	OK	59.9923	47.5259	-0.336063	-0.349947	0.2316	0.918714	no
1500011K16Rik	1500011K16Rik	1500011K16Rik	chr2:127791376-127792488	ST_ASO_SPF	ST_WT_GF	OK	90.418	65.0178	-0.475775	-0.59456	0.03	0.521124	no
1500012F01Rik	1500012F01Rik	1500012F01Rik	chr2:167035795-167065862	ST_ASO_SPF	ST_WT_GF	OK	149.553	89.4712	-0.741161	-0.861454	0.0039	0.232795	no
1500012K07Rik	1500012K07Rik	1500012K07Rik	chr7:75114894-75331419	ST_ASO_SPF	ST_WT_GF	NOTEST	0.556219	0.802823	0.529429	0	1	1	no
1500015A07Rik	1500015A07Rik	1500015A07Rik	chr18:61726389-61728253	ST_ASO_SPF	ST_WT_GF	NOTEST	1.66067	1.33713	-0.312623	0	1	1	no
1500015L24Rik	1500015L24Rik	1500015L24Rik	chr19:20405287-20422785	ST_ASO_SPF	ST_WT_GF	NOTEST	0.771894	0.386519	-0.997862	0	1	1	no
1500015O10Rik	1500015O10Rik	1500015O10Rik	chr1:43730601-43742564	ST_ASO_SPF	ST_WT_GF	OK	4.09532	2.44161	-0.746142	-0.417248	0.1395	0.828723	no
1500017E21Rik	1500017E21Rik	1500017E21Rik	chr19:36554638-36689479	ST_ASO_SPF	ST_WT_GF	NOTEST	1.56053	1.53403	-0.024713	0	1	1	no
1500026H17Rik	1500026H17Rik	1500026H17Rik	chr10:89686362-89700866	ST_ASO_SPF	ST_WT_GF	NOTEST	0.414729	0.345754	-0.262421	0	1	1	no
1600002D24Rik	1600002D24Rik	1600002D24Rik	chr16:95831122-95929077	ST_ASO_SPF	ST_WT_GF	NOTEST	0.0759197	0.0169535	-2.16289	0	1	1	no
1600002H07Rik	1600002H07Rik	1600002H07Rik	chr17:24215055-24220769	ST_ASO_SPF	ST_WT_GF	NOTEST	0.933435	0.877124	-0.0897688	0	1	1	no
1600002K03Rik	1600002K03Rik	1600002K03Rik	chr10:79697304-80369637	ST_ASO_SPF	ST_WT_GF	OK	4.86636	3.4342	-0.502869	-0.0189317	0.515	0.999552	no
1600010M07Rik	1600010M07Rik	1600010M07Rik	chr7:109998376-110006646	ST_ASO_SPF	ST_WT_GF	NOTEST	0.466611	0.297577	-0.648959	0	1	1	no
1600012H06Rik	1600012H06Rik	1600012H06Rik	chr17:14943183-14961260	ST_ASO_SPF	ST_WT_GF	NOTEST	2.086	2.11621	0.020746	0	1	1	no
1600014C10Rik	1600014C10Rik	1600014C10Rik	chr7:38183216-38197565	ST_ASO_SPF	ST_WT_GF	NOTEST	2.04351	1.84746	-0.14551	0	1	1	no
1600014C23Rik	1600014C23Rik	1600014C23Rik	chr17:45732863-45733844	ST_ASO_SPF	ST_WT_GF	NOTEST	0.418893	0.347034	-0.271503	0	1	1	no
1600014K23Rik	1600014K23Rik	1600014K23Rik	chrX:85249676-85270291	ST_ASO_SPF	ST_WT_GF	NOTEST	0.0118285	0	-inf	0	1	1	no
1600015I10Rik	1600015I10Rik	1600015I10Rik	chr6:48929895-48933687	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1600019K03Rik	1600019K03Rik	1600019K03Rik	chr16:35503169-35509419	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1600020E01Rik	1600020E01Rik	1600020E01Rik	chr6:86527329-86564449	ST_ASO_SPF	ST_WT_GF	OK	15.2747	9.85201	-0.632652	-0.582435	0.0303	0.522422	no
1600023N17Rik	1600023N17Rik	1600023N17Rik	chr5:45668700-45669708	ST_ASO_SPF	ST_WT_GF	NOTEST	0.0938801	0.141684	0.593783	0	1	1	no
1600025M17Rik	1600025M17Rik	1600025M17Rik	chrX:56317607-56320664	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1600027J07Rik	1600027J07Rik	1600027J07Rik	chr8:103343877-103347534	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1600029I14Rik	1600029I14Rik	1600029I14Rik	chr9:99456242-99568899	ST_ASO_SPF	ST_WT_GF	NOTEST	0.144359	0.144993	0.00632037	0	1	1	no
1600029O15Rik	1600029O15Rik	1600029O15Rik	chr9:58196296-58208808	ST_ASO_SPF	ST_WT_GF	NOTEST	0.799488	1.14679	0.520448	0	1	1	no
1700001C02Rik	1700001C02Rik	1700001C02Rik	chr5:30466076-30484087	ST_ASO_SPF	ST_WT_GF	NOTEST	0.351293	0.138697	-1.34074	0	1	1	no
1700001C19Rik	1700001C19Rik	1700001C19Rik	chr17:47412733-47470638	ST_ASO_SPF	ST_WT_GF	NOTEST	0.0233878	0.139564	2.5771	0	1	1	no
1700001D01Rik	1700001D01Rik	1700001D01Rik	chr8:61224170-61396072	ST_ASO_SPF	ST_WT_GF	NOTEST	0.0415129	0	-inf	0	1	1	no
1700001F09Rik	1700001F09Rik	1700001F09Rik	chr14:43342383-43347811	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700001G01Rik	1700001G01Rik	1700001G01Rik	chr18:17035507-17137559	ST_ASO_SPF	ST_WT_GF	NOTEST	0.0725115	0.102898	0.504929	0	1	1	no
1700001G11Rik	1700001G11Rik	1700001G11Rik	chr14:66295328-66311424	ST_ASO_SPF	ST_WT_GF	NOTEST	0.0321063	0.211947	2.72278	0	1	1	no
1700001G17Rik	1700001G17Rik	1700001G17Rik	chr1:33669823-33670712	ST_ASO_SPF	ST_WT_GF	NOTEST	0.0286037	0.0847358	1.56677	0	1	1	no
1700001J03Rik	1700001J03Rik	1700001J03Rik	chr5:146182449-146185304	ST_ASO_SPF	ST_WT_GF	NOTEST	0.147444	0.0692383	-1.09053	0	1	1	no
1700001J11Rik	1700001J11Rik	1700001J11Rik	chr9:40050557-40053025	ST_ASO_SPF	ST_WT_GF	NOTEST	0.00570149	0.030243	2.40719	0	1	1	no
1700001K19Rik	1700001K19Rik	1700001K19Rik	chr12:110667688-110682619	ST_ASO_SPF	ST_WT_GF	NOTEST	0.212358	0.216541	0.0281428	0	1	1	no
1700001K23Rik	1700001K23Rik	1700001K23Rik	chr19:53248735-53255205	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700001L05Rik	1700001L05Rik	1700001L05Rik	chr15:83353846-83367297	ST_ASO_SPF	ST_WT_GF	NOTEST	0.0873915	0.258522	1.56472	0	1	1	no
1700001L19Rik	1700001L19Rik	1700001L19Rik	chr13:68597438-68614231	ST_ASO_SPF	ST_WT_GF	NOTEST	3.15045	2.25654	-0.481448	0	1	1	no
1700001O22Rik	1700001O22Rik	1700001O22Rik	chr2:30795562-30803664	ST_ASO_SPF	ST_WT_GF	NOTEST	0.855981	0.805864	-0.0870429	0	1	1	no
1700001P01Rik	1700001P01Rik	1700001P01Rik	chr11:97771480-97775918	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0.0944253	inf	0	1	1	no
1700003C15Rik	1700003C15Rik	1700003C15Rik	chr5:11749832-11769308	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700003D09Rik	1700003D09Rik	1700003D09Rik	chr11:98348737-98358283	ST_ASO_SPF	ST_WT_GF	NOTEST	0.212492	1.43327	2.75383	0	1	1	no
1700003E16Rik	1700003E16Rik	1700003E16Rik	chr6:83156403-83162975	ST_ASO_SPF	ST_WT_GF	NOTEST	1.33222	1.62027	0.282401	0	1	1	no
1700003E24Rik	1700003E24Rik	1700003E24Rik	chrX:93183226-93183944	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700003F12Rik	1700003F12Rik	1700003F12Rik	chr2:154544404-154558853	ST_ASO_SPF	ST_WT_GF	NOTEST	0.102832	0	-inf	0	1	1	no
1700003G13Rik	1700003G13Rik	1700003G13Rik	chr9:45318265-45347580	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700003G18Rik	1700003G18Rik	1700003G18Rik	chr7:116081761-116093149	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0.0433939	inf	0	1	1	no
1700003H04Rik	1700003H04Rik	1700003H04Rik	chr3:124565890-124581091	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700003I22Rik	1700003I22Rik	1700003I22Rik	chr1:56018977-56020203	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700003L19Rik	1700003L19Rik	1700003L19Rik	chr16:12811389-12848653	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0.12349	inf	0	1	1	no
1700003M02Rik	1700003M02Rik	1700003M02Rik	chr4:34711331-34730206	ST_ASO_SPF	ST_WT_GF	NOTEST	0.131473	0.190915	0.538169	0	1	1	no
1700003M07Rik	1700003M07Rik	1700003M07Rik	chr4:129960373-129965138	ST_ASO_SPF	ST_WT_GF	OK	5.44996	3.4861	-0.644632	-0.562619	0.0419	0.586752	no
1700003P14Rik	1700003P14Rik	1700003P14Rik	chr13:118556167-118588629	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700006A11Rik	1700006A11Rik	1700006A11Rik	chr3:124401154-124426028	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700006E09Rik	1700006E09Rik	1700006E09Rik	chr11:101987055-101992264	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700006F04Rik	1700006F04Rik	1700006F04Rik	chr14:119138264-119869815	ST_ASO_SPF	ST_WT_GF	NOTEST	0.0922403	0.420492	2.18861	0	1	1	no
1700006H21Rik	1700006H21Rik	1700006H21Rik	chr13:107687396-107692168	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0.0995474	inf	0	1	1	no
1700007B14Rik	1700007B14Rik	1700007B14Rik	chr8:75448693-75984507	ST_ASO_SPF	ST_WT_GF	NOTEST	0.0999554	0.18404	0.880666	0	1	1	no
1700007F19Rik	1700007F19Rik	1700007F19Rik	chr3:58141706-58163807	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0.0200579	inf	0	1	1	no
1700007G11Rik	1700007G11Rik	1700007G11Rik	chr5:98329303-98802019	ST_ASO_SPF	ST_WT_GF	NOTEST	0.594153	0.21026	-1.49866	0	1	1	no
1700007J10Rik	1700007J10Rik	1700007J10Rik	chr11:59662494-59780860	ST_ASO_SPF	ST_WT_GF	OK	5.03846	7.27808	0.530575	0.157528	0.66185	0.999552	no
1700007K09Rik	1700007K09Rik	1700007K09Rik	chr7:131325930-131329499	ST_ASO_SPF	ST_WT_GF	NOTEST	0.200313	0	-inf	0	1	1	no
1700007K13Rik	1700007K13Rik	1700007K13Rik	chr2:28462000-28466324	ST_ASO_SPF	ST_WT_GF	NOTEST	0.80256	1.19051	0.568895	0	1	1	no
1700007L15Rik	1700007L15Rik	1700007L15Rik	chr16:33379853-33380736	ST_ASO_SPF	ST_WT_GF	NOTEST	0.928791	0.92743	-0.00211525	0	1	1	no
1700007P06Rik	1700007P06Rik	1700007P06Rik	chr1:187048406-187215446	ST_ASO_SPF	ST_WT_GF	NOTEST	0.262042	0.254571	-0.0417299	0	1	1	no
1700008C04Rik	1700008C04Rik	1700008C04Rik	chr12:51005155-51062543	ST_ASO_SPF	ST_WT_GF	NOTEST	0.106022	0.383939	1.85651	0	1	1	no
1700008J07Rik	1700008J07Rik	1700008J07Rik	chr7:127510437-127561219	ST_ASO_SPF	ST_WT_GF	NOTEST	0.309248	0.248782	-0.313882	0	1	1	no
1700008K24Rik	1700008K24Rik	1700008K24Rik	chr17:49112263-49113533	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700008O03Rik	1700008O03Rik	1700008O03Rik	chr7:44360044-44375030	ST_ASO_SPF	ST_WT_GF	NOTEST	0.477961	0.40655	-0.233457	0	1	1	no
1700008P02Rik	1700008P02Rik	1700008P02Rik	chr3:6615412-6620443	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0.0477235	inf	0	1	1	no
1700009C05Rik	1700009C05Rik	1700009C05Rik	chr6:81900464-81910800	ST_ASO_SPF	ST_WT_GF	NOTEST	0.0601783	0.0443331	-0.440859	0	1	1	no
1700009J07Rik	1700009J07Rik	1700009J07Rik	chr10:77893419-77896111	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700009N14Rik	1700009N14Rik	1700009N14Rik	chr4:39450292-39451778	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700010B08Rik	1700010B08Rik	1700010B08Rik	chr2:173719414-173722086	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700010D01Rik	1700010D01Rik	1700010D01Rik	chrX:95711677-95927970	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700010I02Rik	1700010I02Rik	1700010I02Rik	chr3:7925302-7954887	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0.420107	inf	0	1	1	no
1700010I14Rik	1700010I14Rik	1700010I14Rik	chr17:8988332-9008319	ST_ASO_SPF	ST_WT_GF	NOTEST	0.242835	0.218105	-0.154951	0	1	1	no
1700010J16Rik	1700010J16Rik	1700010J16Rik	chr10:112726925-112785599	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0.0490604	inf	0	1	1	no
1700010K23Rik	1700010K23Rik	1700010K23Rik	chr16:66655420-67620908	ST_ASO_SPF	ST_WT_GF	OK	42.1891	40.3862	-0.0630089	-0.00809581	0.92935	0.999552	no
1700011A15Rik	1700011A15Rik	1700011A15Rik	chr15:101431013-101491512	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700011B04Rik	1700011B04Rik	1700011B04Rik	chr13:35181622-35188014	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700011C11Rik	1700011C11Rik	1700011C11Rik	chr7:71947526-72027317	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700011E24Rik	1700011E24Rik	1700011E24Rik	chr17:87389570-87427741	ST_ASO_SPF	ST_WT_GF	NOTEST	0.0377217	0.0402176	0.0924325	0	1	1	no
1700011H14Rik	1700011H14Rik	1700011H14Rik	chr14:49226358-49245428	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700011I03Rik	1700011I03Rik	1700011I03Rik	chr18:57533825-57731065	ST_ASO_SPF	ST_WT_GF	NOTEST	0.0361753	0.239653	2.72787	0	1	1	no
1700011L22Rik	1700011L22Rik	1700011L22Rik	chr8:79210429-79248583	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0.0479054	inf	0	1	1	no
1700011M02Rik	1700011M02Rik	1700011M02Rik	chrX:102908904-102909651	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700012A03Rik	1700012A03Rik	1700012A03Rik	chr6:32050287-32058915	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700012B07Rik	1700012B07Rik	1700012B07Rik	chr11:109788290-109828046	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
1700012B09Rik	1700012B09Rik	1700012B09Rik	chr9:14758193-14771030	ST_ASO_SPF	ST_WT_GF	NOTEST	0.768203	0.125107	-2.61833	0	1	1	no
1700012C14Rik	1700012C14Rik	1700012C14Rik	chr6:30460984-30463313	ST_ASO_SPF	ST_WT_GF	NOTEST	0.0699507	0	-inf	0	1	1	no
1700012D01Rik	1700012D01Rik	1700012D01Rik	chr10:127667122-127668851	ST_ASO_SPF	ST_WT_GF	OK	5.43915	3.70135	-0.55533	-0.393684	0.15175	0.840378	no
1700012D14Rik	1700012D14Rik	1700012D14Rik	chr7:111117672-111122675	ST_ASO_SPF	ST_WT_GF	NOTEST	0.62703	0.060686	-3.3691	0	1	1	no
1700012D16Rik	1700012D16Rik	1700012D16Rik	chr3:153202508-153725133	ST_ASO_SPF	ST_WT_GF	NOTEST	0	0	0	0	1	1	no
