Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Molecular Function	GO:0004911	interleukin-2 receptor activity	 	3.270E-3	5.951E-1	2.950E-2	1.706E-1	1	3	IL2RA
GO: Molecular Function	GO:0004620	phospholipase activity	 	3.336E-3	6.072E-1	2.950E-2	1.706E-1	3	280	EDNRB,AGT,S1PR4
GO: Molecular Function	GO:0016849	phosphorus-oxygen lyase activity	 	3.370E-3	6.133E-1	2.950E-2	1.706E-1	3	281	EDNRB,AGT,S1PR4
GO: Molecular Function	GO:0009975	cyclase activity	 	3.370E-3	6.133E-1	2.950E-2	1.706E-1	3	281	EDNRB,AGT,S1PR4
GO: Molecular Function	GO:0005518	collagen binding	 	3.403E-3	6.194E-1	2.950E-2	1.706E-1	2	80	SPARC,CTSS
GO: Molecular Function	GO:0008508	bile acid:sodium symporter activity	 	4.357E-3	7.930E-1	3.448E-2	1.994E-1	1	4	SLC10A1
GO: Molecular Function	GO:0019976	interleukin-2 binding	 	4.357E-3	7.930E-1	3.448E-2	1.994E-1	1	4	IL2RA
GO: Molecular Function	GO:0004867	serine-type endopeptidase inhibitor activity	 	4.665E-3	8.490E-1	3.537E-2	2.046E-1	2	94	ITIH3,AGT
GO: Molecular Function	GO:0016298	lipase activity	 	5.238E-3	9.533E-1	3.792E-2	2.193E-1	3	329	EDNRB,AGT,S1PR4
GO: Molecular Function	GO:0002020	protease binding	 	5.416E-3	9.858E-1	3.792E-2	2.193E-1	3	333	MT3,ITIH3,AGT
GO: Molecular Function	GO:0042578	phosphoric ester hydrolase activity	 	6.335E-3	1.000E0	4.244E-2	2.455E-1	4	700	PCDH11X,EDNRB,AGT,S1PR4
GO: Molecular Function	GO:0046870	cadmium ion binding	 	6.529E-3	1.000E0	4.244E-2	2.455E-1	1	6	MT3
GO: Molecular Function	GO:0008131	primary amine oxidase activity	 	7.613E-3	1.000E0	4.778E-2	2.764E-1	1	7	MAOA
GO: Biological Process	GO:0003330	regulation of extracellular matrix constituent secretion	 	2.382E-5	3.414E-2	3.414E-2	2.678E-1	2	7	ADTRP,AGT
GO: Biological Process	GO:0070278	extracellular matrix constituent secretion	 	6.223E-5	8.917E-2	3.878E-2	3.043E-1	2	11	ADTRP,AGT
GO: Biological Process	GO:0009725	response to hormone	 	9.396E-5	1.346E-1	3.878E-2	3.043E-1	7	1062	SPARC,MT3,ADTRP,LMO2,CTSS,EDNRB,AGT
GO: Biological Process	GO:0097067	cellular response to thyroid hormone stimulus	 	1.353E-4	1.939E-1	3.878E-2	3.043E-1	2	16	LMO2,CTSS
GO: Biological Process	GO:0035815	positive regulation of renal sodium excretion	 	1.353E-4	1.939E-1	3.878E-2	3.043E-1	2	16	EDNRB,AGT
GO: Biological Process	GO:0007202	activation of phospholipase C activity	 	3.371E-4	4.831E-1	4.607E-2	3.614E-1	3	126	EDNRB,AGT,S1PR4
GO: Biological Process	GO:0014821	phasic smooth muscle contraction	 	3.641E-4	5.217E-1	4.607E-2	3.614E-1	2	26	EDNRB,AGT
GO: Biological Process	GO:0097066	response to thyroid hormone	 	3.929E-4	5.631E-1	4.607E-2	3.614E-1	2	27	LMO2,CTSS
GO: Biological Process	GO:0014829	vascular associated smooth muscle contraction	 	4.229E-4	6.060E-1	4.607E-2	3.614E-1	2	28	EDNRB,AGT
GO: Biological Process	GO:0035813	regulation of renal sodium excretion	 	4.229E-4	6.060E-1	4.607E-2	3.614E-1	2	28	EDNRB,AGT
GO: Biological Process	GO:0010863	positive regulation of phospholipase C activity	 	4.308E-4	6.174E-1	4.607E-2	3.614E-1	3	137	EDNRB,AGT,S1PR4
GO: Biological Process	GO:1900274	regulation of phospholipase C activity	 	4.687E-4	6.716E-1	4.607E-2	3.614E-1	3	141	EDNRB,AGT,S1PR4
GO: Biological Process	GO:0035812	renal sodium excretion	 	4.860E-4	6.964E-1	4.607E-2	3.614E-1	2	30	EDNRB,AGT
GO: Biological Process	GO:0042737	drug catabolic process	 	5.399E-4	7.736E-1	4.607E-2	3.614E-1	3	148	ASRGL1,MT3,MAOA
GO: Biological Process	GO:0010518	positive regulation of phospholipase activity	 	5.835E-4	8.362E-1	4.607E-2	3.614E-1	3	152	EDNRB,AGT,S1PR4
GO: Biological Process	GO:0044062	regulation of excretion	 	6.251E-4	8.958E-1	4.607E-2	3.614E-1	2	34	EDNRB,AGT
GO: Biological Process	GO:0060193	positive regulation of lipase activity	 	7.407E-4	1.000E0	4.607E-2	3.614E-1	3	165	EDNRB,AGT,S1PR4
GO: Biological Process	GO:0010517	regulation of phospholipase activity	 	7.407E-4	1.000E0	4.607E-2	3.614E-1	3	165	EDNRB,AGT,S1PR4
GO: Biological Process	GO:0042311	vasodilation	 	7.813E-4	1.000E0	4.607E-2	3.614E-1	2	38	EDNRB,AGT
GO: Biological Process	GO:0030198	extracellular matrix organization	 	8.353E-4	1.000E0	4.607E-2	3.614E-1	4	399	SPARC,ADTRP,CTSS,AGT
GO: Biological Process	GO:0031644	regulation of nervous system process	 	9.227E-4	1.000E0	4.607E-2	3.614E-1	3	178	CTSS,EDNRB,AGT
GO: Biological Process	GO:0019934	cGMP-mediated signaling	 	9.544E-4	1.000E0	4.607E-2	3.614E-1	2	42	EDNRB,AGT
GO: Biological Process	GO:0050727	regulation of inflammatory response	 	9.756E-4	1.000E0	4.607E-2	3.614E-1	4	416	IL2RA,CTSS,EDNRB,AGT
GO: Biological Process	GO:0032870	cellular response to hormone stimulus	 	1.044E-3	1.000E0	4.607E-2	3.614E-1	5	742	MT3,ADTRP,LMO2,CTSS,AGT
GO: Biological Process	GO:0098801	regulation of renal system process	 	1.047E-3	1.000E0	4.607E-2	3.614E-1	2	44	EDNRB,AGT
GO: Biological Process	GO:1905589	positive regulation of L-arginine import across plasma membrane	 	1.093E-3	1.000E0	4.607E-2	3.614E-1	1	1	AGT
GO: Biological Process	GO:0033345	asparagine catabolic process via L-aspartate	 	1.093E-3	1.000E0	4.607E-2	3.614E-1	1	1	ASRGL1
GO: Biological Process	GO:0034203	glycolipid translocation	 	1.093E-3	1.000E0	4.607E-2	3.614E-1	1	1	RFT1
GO: Biological Process	GO:0006530	asparagine catabolic process	 	1.093E-3	1.000E0	4.607E-2	3.614E-1	1	1	ASRGL1
GO: Biological Process	GO:1905541	regulation of L-arginine import across plasma membrane	 	1.093E-3	1.000E0	4.607E-2	3.614E-1	1	1	AGT
GO: Biological Process	GO:0042443	phenylethylamine metabolic process	 	1.093E-3	1.000E0	4.607E-2	3.614E-1	1	1	MAOA
GO: Biological Process	GO:1905010	positive regulation of L-lysine import across plasma membrane	 	1.093E-3	1.000E0	4.607E-2	3.614E-1	1	1	AGT
GO: Biological Process	GO:1905008	regulation of L-lysine import across plasma membrane	 	1.093E-3	1.000E0	4.607E-2	3.614E-1	1	1	AGT
GO: Biological Process	GO:0035645	enteric smooth muscle cell differentiation	 	1.093E-3	1.000E0	4.607E-2	3.614E-1	1	1	EDNRB
GO: Biological Process	GO:1903053	regulation of extracellular matrix organization	 	1.144E-3	1.000E0	4.625E-2	3.629E-1	2	46	ADTRP,AGT
GO: Biological Process	GO:0060191	regulation of lipase activity	 	1.165E-3	1.000E0	4.625E-2	3.629E-1	3	193	EDNRB,AGT,S1PR4
GO: Biological Process	GO:0014002	astrocyte development	 	1.194E-3	1.000E0	4.625E-2	3.629E-1	2	47	MT3,AGT
Domain	IPR026115	NABC1	InterPro	1.176E-3	1.975E-1	1.646E-2	9.388E-2	1	1	BCAS1
Domain	IPR033844	ASRGL1_meta	InterPro	1.176E-3	1.975E-1	1.646E-2	9.388E-2	1	1	ASRGL1
Domain	IPR033834	Angiotensinogen_serpin	InterPro	1.176E-3	1.975E-1	1.646E-2	9.388E-2	1	1	AGT
Domain	IPR030208	SLC10A1	InterPro	1.176E-3	1.975E-1	1.646E-2	9.388E-2	1	1	SLC10A1
Domain	IPR000227	Angiotensinogen	InterPro	1.176E-3	1.975E-1	1.646E-2	9.388E-2	1	1	AGT
Domain	PF04506	Rft-1	Pfam	1.176E-3	1.975E-1	1.646E-2	9.388E-2	1	1	RFT1
Domain	IPR007594	RFT1	InterPro	1.176E-3	1.975E-1	1.646E-2	9.388E-2	1	1	RFT1
Domain	IPR027087	Unc13C	InterPro	1.176E-3	1.975E-1	1.646E-2	9.388E-2	1	1	UNC13C
Domain	IPR029896	ENPP5	InterPro	1.176E-3	1.975E-1	1.646E-2	9.388E-2	1	1	ENPP5
Domain	IPR001112	ETB_rcpt	InterPro	1.176E-3	1.975E-1	1.646E-2	9.388E-2	1	1	EDNRB
Domain	IPR004064	EDG6_rcpt	InterPro	1.176E-3	1.975E-1	1.646E-2	9.388E-2	1	1	S1PR4
Domain	IPR015486	IL-2_rcpt_alpha	InterPro	1.176E-3	1.975E-1	1.646E-2	9.388E-2	1	1	IL2RA
Domain	IPR008883	UEV_N	InterPro	2.347E-3	3.943E-1	1.878E-2	1.071E-1	1	2	UEVLD
Domain	IPR000499	Endthln_rcpt	InterPro	2.347E-3	3.943E-1	1.878E-2	1.071E-1	1	2	EDNRB
Domain	PF05743	UEV	Pfam	2.347E-3	3.943E-1	1.878E-2	1.071E-1	1	2	UEVLD
Domain	PF04750	Far-17a_AIG1	Pfam	2.347E-3	3.943E-1	1.878E-2	1.071E-1	1	2	ADTRP
Domain	IPR006838	Far-17a_AIG1	InterPro	2.347E-3	3.943E-1	1.878E-2	1.071E-1	1	2	ADTRP
Domain	IPR001999	Osteonectin_CS	InterPro	2.347E-3	3.943E-1	1.878E-2	1.071E-1	1	2	SPARC
Domain	PS51322	UEV	PROSITE	2.347E-3	3.943E-1	1.878E-2	1.071E-1	1	2	UEVLD
Domain	PS00612	OSTEONECTIN_1	PROSITE	2.347E-3	3.943E-1	1.878E-2	1.071E-1	1	2	SPARC
Domain	PS00613	OSTEONECTIN_2	PROSITE	2.347E-3	3.943E-1	1.878E-2	1.071E-1	1	2	SPARC
Domain	IPR000246	Peptidase_T2	InterPro	3.519E-3	5.912E-1	2.365E-2	1.349E-1	1	3	ASRGL1
Domain	IPR001613	Flavin_amine_oxidase	InterPro	3.519E-3	5.912E-1	2.365E-2	1.349E-1	1	3	MAOA
Domain	IPR027080	Unc-13	InterPro	3.519E-3	5.912E-1	2.365E-2	1.349E-1	1	3	UNC13C
Domain	PF01112	Asparaginase_2	Pfam	3.519E-3	5.912E-1	2.365E-2	1.349E-1	1	3	ASRGL1
Domain	PF05640	NKAIN	Pfam	4.689E-3	7.878E-1	2.460E-2	1.403E-1	1	4	NKAIN3
Domain	IPR008516	Na/K-Atpase_Interacting	InterPro	4.689E-3	7.878E-1	2.460E-2	1.403E-1	1	4	NKAIN3
Domain	IPR004710	Bilac:Na_transpt	InterPro	4.689E-3	7.878E-1	2.460E-2	1.403E-1	1	4	SLC10A1
Domain	PF09289	FOLN	Pfam	5.858E-3	9.842E-1	2.460E-2	1.403E-1	1	5	SPARC
Domain	IPR014772	Munc13_dom-2	InterPro	5.858E-3	9.842E-1	2.460E-2	1.403E-1	1	5	UNC13C
Domain	IPR004279	Perilipin	InterPro	5.858E-3	9.842E-1	2.460E-2	1.403E-1	1	5	PLIN3
Domain	SM01145	DUF1041	SMART	5.858E-3	9.842E-1	2.460E-2	1.403E-1	1	5	UNC13C
Domain	PF10540	Membr_traf_MHD	Pfam	5.858E-3	9.842E-1	2.460E-2	1.403E-1	1	5	UNC13C
Domain	PS51259	MHD2	PROSITE	5.858E-3	9.842E-1	2.460E-2	1.403E-1	1	5	UNC13C
Domain	PF03036	Perilipin	Pfam	5.858E-3	9.842E-1	2.460E-2	1.403E-1	1	5	PLIN3
Domain	IPR004061	S1P_rcpt	InterPro	5.858E-3	9.842E-1	2.460E-2	1.403E-1	1	5	S1PR4
Domain	PF08374	Protocadherin	Pfam	5.858E-3	9.842E-1	2.460E-2	1.403E-1	1	5	PCDH11X
Domain	IPR019558	Munc13_subgr_dom-2	InterPro	5.858E-3	9.842E-1	2.460E-2	1.403E-1	1	5	UNC13C
Domain	IPR013585	Protocadherin	InterPro	5.858E-3	9.842E-1	2.460E-2	1.403E-1	1	5	PCDH11X
Domain	IPR015369	Follistatin/Osteonectin_EGF	InterPro	5.858E-3	9.842E-1	2.460E-2	1.403E-1	1	5	SPARC
Domain	IPR010600	ITI_HC_C	InterPro	7.026E-3	1.000E0	2.647E-2	1.510E-1	1	6	ITIH3
Domain	PF06668	ITI_HC_C	Pfam	7.026E-3	1.000E0	2.647E-2	1.510E-1	1	6	ITIH3
Domain	PF06292	DUF1041	Pfam	8.192E-3	1.000E0	2.647E-2	1.510E-1	1	7	UNC13C
Domain	IPR014770	Munc13_1	InterPro	8.192E-3	1.000E0	2.647E-2	1.510E-1	1	7	UNC13C
Domain	PF08246	Inhibitor_I29	Pfam	8.192E-3	1.000E0	2.647E-2	1.510E-1	1	7	CTSS
Domain	IPR013201	Prot_inhib_I29	InterPro	8.192E-3	1.000E0	2.647E-2	1.510E-1	1	7	CTSS
Domain	IPR010439	CAPS_dom	InterPro	8.192E-3	1.000E0	2.647E-2	1.510E-1	1	7	UNC13C
Domain	SM00848	Inhibitor_I29	SMART	8.192E-3	1.000E0	2.647E-2	1.510E-1	1	7	CTSS
Domain	IPR002657	BilAc:Na_symport/Acr3	InterPro	8.192E-3	1.000E0	2.647E-2	1.510E-1	1	7	SLC10A1
Domain	PF01758	SBF	Pfam	8.192E-3	1.000E0	2.647E-2	1.510E-1	1	7	SLC10A1
Domain	PS51258	MHD1	PROSITE	8.192E-3	1.000E0	2.647E-2	1.510E-1	1	7	UNC13C
Domain	IPR024873	E-NPP	InterPro	8.192E-3	1.000E0	2.647E-2	1.510E-1	1	7	ENPP5
Domain	PF08487	VIT	Pfam	9.357E-3	1.000E0	2.664E-2	1.520E-1	1	8	ITIH3
Domain	PF00056	Ldh_1_N	Pfam	9.357E-3	1.000E0	2.664E-2	1.520E-1	1	8	UEVLD
Domain	IPR001557	L-lactate/malate_DH	InterPro	9.357E-3	1.000E0	2.664E-2	1.520E-1	1	8	UEVLD
Domain	SM00609	VIT	SMART	9.357E-3	1.000E0	2.664E-2	1.520E-1	1	8	ITIH3
Domain	PF10591	SPARC_Ca_bdg	Pfam	9.357E-3	1.000E0	2.664E-2	1.520E-1	1	8	SPARC
Domain	IPR019577	SPARC/Testican_Ca-bd-dom	InterPro	9.357E-3	1.000E0	2.664E-2	1.520E-1	1	8	SPARC
Domain	IPR001236	Lactate/malate_DH_N	InterPro	9.357E-3	1.000E0	2.664E-2	1.520E-1	1	8	UEVLD
Domain	3.90.110.10	-	Gene3D	1.052E-2	1.000E0	2.765E-2	1.577E-1	1	9	UEVLD
Domain	IPR022383	Lactate/malate_DH_C	InterPro	1.052E-2	1.000E0	2.765E-2	1.577E-1	1	9	UEVLD
Domain	PF02866	Ldh_1_C	Pfam	1.052E-2	1.000E0	2.765E-2	1.577E-1	1	9	UEVLD
Domain	IPR015955	Lactate_DH/Glyco_Ohase_4_C	InterPro	1.052E-2	1.000E0	2.765E-2	1.577E-1	1	9	UEVLD
Domain	IPR025661	Pept_asp_AS	InterPro	1.168E-2	1.000E0	2.765E-2	1.577E-1	1	10	CTSS
Domain	PS51468	VIT	PROSITE	1.168E-2	1.000E0	2.765E-2	1.577E-1	1	10	ITIH3
Domain	PF01663	Phosphodiest	Pfam	1.168E-2	1.000E0	2.765E-2	1.577E-1	1	10	ENPP5
Domain	IPR002937	Amino_oxidase	InterPro	1.168E-2	1.000E0	2.765E-2	1.577E-1	1	10	MAOA
Domain	IPR002591	Phosphodiest/P_Trfase	InterPro	1.168E-2	1.000E0	2.765E-2	1.577E-1	1	10	ENPP5
Domain	IPR013694	VIT	InterPro	1.168E-2	1.000E0	2.765E-2	1.577E-1	1	10	ITIH3
Domain	IPR018064	Metalthion_vert_metal_BS	InterPro	1.168E-2	1.000E0	2.765E-2	1.577E-1	1	10	MT3
Domain	PF01593	Amino_oxidase	Pfam	1.168E-2	1.000E0	2.765E-2	1.577E-1	1	10	MAOA
Domain	IPR025660	Pept_his_AS	InterPro	1.284E-2	1.000E0	2.916E-2	1.663E-1	1	11	CTSS
Domain	IPR003645	Fol_N	InterPro	1.284E-2	1.000E0	2.916E-2	1.663E-1	1	11	SPARC
Domain	SM00274	FOLN	SMART	1.284E-2	1.000E0	2.916E-2	1.663E-1	1	11	SPARC
Domain	IPR023587	Metalthion_dom_vert	InterPro	1.400E-2	1.000E0	3.056E-2	1.743E-1	1	12	MT3
Domain	IPR017854	Metalthion_dom	InterPro	1.400E-2	1.000E0	3.056E-2	1.743E-1	1	12	MT3
Domain	4.10.10.10	-	Gene3D	1.400E-2	1.000E0	3.056E-2	1.743E-1	1	12	MT3
Domain	PF00112	Peptidase_C1	Pfam	1.516E-2	1.000E0	3.107E-2	1.772E-1	1	13	CTSS
Domain	IPR013128	Peptidase_C1A	InterPro	1.516E-2	1.000E0	3.107E-2	1.772E-1	1	13	CTSS
Domain	SM00645	Pept_C1	SMART	1.516E-2	1.000E0	3.107E-2	1.772E-1	1	13	CTSS
Domain	PS00203	METALLOTHIONEIN_VRT	PROSITE	1.516E-2	1.000E0	3.107E-2	1.772E-1	1	13	MT3
Domain	IPR000668	Peptidase_C1A_C	InterPro	1.516E-2	1.000E0	3.107E-2	1.772E-1	1	13	CTSS
Domain	IPR000006	Metalthion_vert	InterPro	1.632E-2	1.000E0	3.226E-2	1.840E-1	1	14	MT3
Domain	IPR003019	Metalthion	InterPro	1.632E-2	1.000E0	3.226E-2	1.840E-1	1	14	MT3
Domain	PF00131	Metallothio	Pfam	1.632E-2	1.000E0	3.226E-2	1.840E-1	1	14	MT3
Domain	PF00050	Kazal_1	Pfam	2.553E-2	1.000E0	4.930E-2	2.812E-1	1	22	SPARC
Domain	IPR008197	WAP_dom	InterPro	2.553E-2	1.000E0	4.930E-2	2.812E-1	1	22	MT3
Pathway	M7552	Role of EGF Receptor Transactivation by GPCRs in Cardiac Hypertrophy	MSigDB C2 BIOCARTA (v7.1)	2.625E-4	7.114E-2	1.840E-2	1.137E-1	2	18	EDNRB,AGT
Pathway	SMP00146	Captopril Pathway	SMPDB	9.503E-4	2.575E-1	1.840E-2	1.137E-1	2	34	EDNRB,AGT
Pathway	SMP00145	Benazepril Pathway	SMPDB	9.503E-4	2.575E-1	1.840E-2	1.137E-1	2	34	EDNRB,AGT
Pathway	SMP00148	Enalapril Pathway	SMPDB	9.503E-4	2.575E-1	1.840E-2	1.137E-1	2	34	EDNRB,AGT
Pathway	SMP00147	Cilazapril Pathway	SMPDB	9.503E-4	2.575E-1	1.840E-2	1.137E-1	2	34	EDNRB,AGT
Pathway	SMP00149	Fosinopril Pathway	SMPDB	9.503E-4	2.575E-1	1.840E-2	1.137E-1	2	34	EDNRB,AGT
Pathway	SMP00151	Moexipril Pathway	SMPDB	9.503E-4	2.575E-1	1.840E-2	1.137E-1	2	34	EDNRB,AGT
Pathway	SMP00150	Lisinopril Pathway	SMPDB	9.503E-4	2.575E-1	1.840E-2	1.137E-1	2	34	EDNRB,AGT
Pathway	SMP00153	Quinapril Pathway	SMPDB	9.503E-4	2.575E-1	1.840E-2	1.137E-1	2	34	EDNRB,AGT
Pathway	SMP00152	Perindopril Pathway	SMPDB	9.503E-4	2.575E-1	1.840E-2	1.137E-1	2	34	EDNRB,AGT
Pathway	SMP00155	Rescinnamine Pathway	SMPDB	9.503E-4	2.575E-1	1.840E-2	1.137E-1	2	34	EDNRB,AGT
Pathway	SMP00154	Ramipril Pathway	SMPDB	9.503E-4	2.575E-1	1.840E-2	1.137E-1	2	34	EDNRB,AGT
Pathway	SMP00157	Trandolapril Pathway	SMPDB	9.503E-4	2.575E-1	1.840E-2	1.137E-1	2	34	EDNRB,AGT
Pathway	SMP00156	Spirapril Pathway	SMPDB	9.503E-4	2.575E-1	1.840E-2	1.137E-1	2	34	EDNRB,AGT
Pathway	545357	melatonin degradation II	BioSystems: BIOCYC	1.361E-3	3.687E-1	2.458E-2	1.519E-1	1	1	MAOA
Pathway	137954	Arf6 trafficking events	BioSystems: Pathway Interaction Database	1.590E-3	4.308E-1	2.693E-2	1.664E-1	2	44	IL2RA,EDNRB
Pathway	M67	Arf6 trafficking events	MSigDB C2 BIOCARTA (v7.1)	1.968E-3	5.334E-1	3.138E-2	1.940E-1	2	49	IL2RA,EDNRB
Pathway	PW:0000245	angiotensin signaling	Pathway Ontology	2.716E-3	7.360E-1	3.200E-2	1.978E-1	1	2	AGT
Pathway	1270204	Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB	BioSystems: REACTOME	2.716E-3	7.360E-1	3.200E-2	1.978E-1	1	2	MAOA
Pathway	PW:0000530	Angiotensin III signaling through the AT1 receptor	Pathway Ontology	2.716E-3	7.360E-1	3.200E-2	1.978E-1	1	2	AGT
Pathway	1268783	Metabolism of serotonin	BioSystems: REACTOME	2.716E-3	7.360E-1	3.200E-2	1.978E-1	1	2	MAOA
Pathway	PW:0000528	Angiotensin II signaling through the AT2 receptor	Pathway Ontology	2.716E-3	7.360E-1	3.200E-2	1.978E-1	1	2	AGT
Pathway	PW:0000531	Angiotensin III signaling through the AT2 receptor	Pathway Ontology	2.716E-3	7.360E-1	3.200E-2	1.978E-1	1	2	AGT
Pathway	M3468	Genes encoding enzymes and their regulators involved in the remodeling of the extracellular matrix	MSigDB C2 BIOCARTA (v7.1)	3.795E-3	1.000E0	3.804E-2	2.352E-1	3	238	CTSS,ITIH3,AGT
Pathway	142324	dopamine degradation	BioSystems: BIOCYC	4.071E-3	1.000E0	3.804E-2	2.352E-1	1	3	MAOA
Pathway	1268781	Enzymatic degradation of Dopamine by monoamine oxidase	BioSystems: REACTOME	4.071E-3	1.000E0	3.804E-2	2.352E-1	1	3	MAOA
Pathway	1268780	Enzymatic degradation of dopamine by COMT	BioSystems: REACTOME	4.071E-3	1.000E0	3.804E-2	2.352E-1	1	3	MAOA
Pathway	1268782	Serotonin clearance from the synaptic cleft	BioSystems: REACTOME	4.071E-3	1.000E0	3.804E-2	2.352E-1	1	3	MAOA
Pathway	PW:0000527	Angiotensin II signaling through the AT1 receptor	Pathway Ontology	4.071E-3	1.000E0	3.804E-2	2.352E-1	1	3	AGT
Pathway	1269902	Scavenging by Class H Receptors	BioSystems: REACTOME	5.425E-3	1.000E0	4.200E-2	2.596E-1	1	4	SPARC
Pathway	1108779	asparagine degradation	BioSystems: BIOCYC	5.425E-3	1.000E0	4.200E-2	2.596E-1	1	4	ASRGL1
Pathway	1270203	Amine Oxidase reactions	BioSystems: REACTOME	5.425E-3	1.000E0	4.200E-2	2.596E-1	1	4	MAOA
Pathway	PW:0000458	angiotensin IV signaling	Pathway Ontology	5.425E-3	1.000E0	4.200E-2	2.596E-1	1	4	AGT
Pathway	PW:0000457	angiotensin III signaling	Pathway Ontology	5.425E-3	1.000E0	4.200E-2	2.596E-1	1	4	AGT
Pathway	1268779	Dopamine clearance from the synaptic cleft	BioSystems: REACTOME	5.425E-3	1.000E0	4.200E-2	2.596E-1	1	4	MAOA
Pathway	1269350	Platelet activation, signaling and aggregation	BioSystems: REACTOME	6.095E-3	1.000E0	4.589E-2	2.836E-1	3	282	SPARC,IL2RA,ITIH3
Pathway	PW:0000529	angiotensin (1-7) signaling	Pathway Ontology	6.777E-3	1.000E0	4.963E-2	3.068E-1	1	5	AGT
Pubmed	18758497	Polymorphisms of EDNRB, ATG, and ACE genes in salt-sensitive hypertension.	Pubmed	9.252E-7	4.443E-3	1.423E-3	1.289E-2	2	3	EDNRB,AGT
Pubmed	14718574	The human plasma proteome: a nonredundant list developed by combination of four separate sources.	Pubmed	2.195E-6	1.054E-2	1.423E-3	1.289E-2	4	165	SPARC,CTSS,ITIH3,AGT
Pubmed	9495516	Gene expression of bone matrix proteins and endothelin receptors in endothelin-1-deficient mice revealed by in situ hybridization.	Pubmed	3.082E-6	1.480E-2	1.423E-3	1.289E-2	2	5	SPARC,EDNRB
Pubmed	19966810	A p53-dependent mechanism underlies macrocytic anemia in a mouse model of human 5q- syndrome.	Pubmed	1.108E-5	5.320E-2	1.423E-3	1.289E-2	2	9	SPARC,LMO2
Pubmed	12183685	Quantitative trait loci affecting initial sensitivity and acute functional tolerance to ethanol-induced ataxia and brain cAMP signaling in BXD recombinant inbred mice.	Pubmed	3.225E-5	1.549E-1	1.423E-3	1.289E-2	2	15	SPARC,IL2RA
Pubmed	24952961	A high-resolution spatiotemporal atlas of gene expression of the developing mouse brain.	Pubmed	5.099E-5	2.449E-1	1.423E-3	1.289E-2	7	1850	PCDH11X,SPARC,MAOA,CTSS,ITIH3,EDNRB,AGT
Pubmed	8125298	Oligo-capping: a simple method to replace the cap structure of eukaryotic mRNAs with oligoribonucleotides.	Pubmed	5.822E-5	2.796E-1	1.423E-3	1.289E-2	7	1889	ASRGL1,BCAS1,MAOA,IL2RA,PLIN3,ITIH3,AGT
Pubmed	12544508	A microarray minisequencing system for pharmacogenetic profiling of antihypertensive drug response.	Pubmed	9.182E-5	4.409E-1	1.423E-3	1.289E-2	2	25	EDNRB,AGT
