Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0022008	neurogenesis	 	2.363E-5	8.290E-2	4.363E-3	3.814E-2	32	1866	RAP2A,GIT1,CALR,NTF4,RTN4R,SAMD4B,SPTBN2,NFASC,POU3F1,WNT4,GPRIN1,NRN1,NCDN,STX1B,BDNF,PDLIM5,CCK,CDKL5,NEUROD2,LINGO1,CELSR2,NFIX,CHD5,NOTO,DLX5,RIMS1,TBR1,FZD2,CX3CL1,CDK5R2,HSPB1,MAPK8IP2
GO: Biological Process	GO:0048666	neuron development	 	3.298E-5	1.157E-1	5.786E-3	5.057E-2	25	1297	RAP2A,GIT1,NTF4,RTN4R,SAMD4B,SPTBN2,NFASC,GPRIN1,NRN1,NCDN,STX1B,BDNF,PDLIM5,CCK,CDKL5,NEUROD2,LINGO1,CELSR2,DLX5,RIMS1,TBR1,FZD2,CX3CL1,HSPB1,MAPK8IP2
GO: Biological Process	GO:0006835	dicarboxylic acid transport	 	3.527E-5	1.238E-1	5.894E-3	5.151E-2	7	114	LRRC8E,ARL6IP5,BDNF,CCK,STX1A,SLC17A7,RIMS1
GO: Biological Process	GO:0099173	postsynapse organization	 	4.739E-5	1.663E-1	7.241E-3	6.329E-2	9	210	MPP2,ABHD17A,GIT1,SPTBN2,DGKZ,RPH3A,PDLIM5,CDKL5,NOS1AP
GO: Biological Process	GO:0007611	learning or memory	 	4.766E-5	1.673E-1	7.241E-3	6.329E-2	11	317	NTF4,BDNF,CCK,CCND2,NEUROD2,THRA,EGR1,SLC17A7,TBR1,ATP1A3,MAPK8IP2
GO: Biological Process	GO:2001234	negative regulation of apoptotic signaling pathway	 	4.953E-5	1.738E-1	7.241E-3	6.329E-2	10	263	FADD,YBX3,WNT4,TNFRSF10B,CREB3L1,BDNF,CX3CL1,HSPB1,MAPK8IP2,AGAP2
GO: Biological Process	GO:0060079	excitatory postsynaptic potential	 	5.446E-5	1.911E-1	7.472E-3	6.531E-2	7	122	MPP2,STX1B,BDNF,STX1A,SLC17A7,RIMS1,MAPK8IP2
GO: Biological Process	GO:0060078	regulation of postsynaptic membrane potential	 	5.536E-5	1.943E-1	7.472E-3	6.531E-2	8	166	MPP2,STX1B,BDNF,STX1A,SLC17A7,RIMS1,CX3CL1,MAPK8IP2
GO: Biological Process	GO:0061193	taste bud development	 	6.317E-5	2.217E-1	8.210E-3	7.176E-2	2	2	NTF4,BDNF
GO: Biological Process	GO:0010807	regulation of synaptic vesicle priming	 	7.739E-5	2.716E-1	9.591E-3	8.383E-2	3	11	STX1B,STX1A,RIMS1
GO: Biological Process	GO:0014047	glutamate secretion	 	8.172E-5	2.868E-1	9.591E-3	8.383E-2	5	56	BDNF,CCK,STX1A,SLC17A7,RIMS1
GO: Biological Process	GO:0099601	regulation of neurotransmitter receptor activity	 	8.200E-5	2.877E-1	9.591E-3	8.383E-2	6	90	DLGAP2,PATE4,RPH3A,CNIH3,LY6E,MAPK8IP2
GO: Biological Process	GO:0009409	response to cold	 	9.679E-5	3.396E-1	1.096E-2	9.576E-2	5	58	VGF,YBX3,THRA,SLC27A1,PCSK1N
GO: Biological Process	GO:0031175	neuron projection development	 	1.149E-4	4.031E-1	1.248E-2	1.091E-1	22	1150	RAP2A,GIT1,NTF4,RTN4R,SPTBN2,NFASC,GPRIN1,NRN1,NCDN,STX1B,BDNF,PDLIM5,CCK,CDKL5,LINGO1,CELSR2,DLX5,RIMS1,TBR1,CX3CL1,HSPB1,MAPK8IP2
GO: Biological Process	GO:0099072	regulation of postsynaptic membrane neurotransmitter receptor levels	 	1.174E-4	4.120E-1	1.248E-2	1.091E-1	6	96	GIT1,STX1B,CNIH3,AP2B1,FRRS1L,DNM1
GO: Biological Process	GO:0098814	spontaneous synaptic transmission	 	1.326E-4	4.652E-1	1.329E-2	1.162E-1	3	13	RPH3A,STX1B,RIMS1
GO: Biological Process	GO:0061669	spontaneous neurotransmitter secretion	 	1.326E-4	4.652E-1	1.329E-2	1.162E-1	3	13	RPH3A,STX1B,RIMS1
GO: Biological Process	GO:0050890	cognition	 	1.370E-4	4.807E-1	1.335E-2	1.167E-1	11	357	NTF4,BDNF,CCK,CCND2,NEUROD2,THRA,EGR1,SLC17A7,TBR1,ATP1A3,MAPK8IP2
GO: Biological Process	GO:0001505	regulation of neurotransmitter levels	 	1.541E-4	5.409E-1	1.462E-2	1.278E-1	12	425	GIT1,ARL6IP5,SPTBN2,CPLX4,NRN1,RPH3A,STX1B,KHSRP,STX1A,SLC17A7,RIMS1,NOS1AP
GO: Biological Process	GO:1903307	positive regulation of regulated secretory pathway	 	1.926E-4	6.759E-1	1.779E-2	1.555E-1	5	67	STX1A,HYAL3,RIMS1,CDK5R2,RAB27A
GO: Biological Process	GO:1903305	regulation of regulated secretory pathway	 	2.018E-4	7.081E-1	1.816E-2	1.587E-1	8	200	GIT1,NRN1,STX1B,STX1A,HYAL3,RIMS1,CDK5R2,RAB27A
GO: Biological Process	GO:0016079	synaptic vesicle exocytosis	 	2.156E-4	7.565E-1	1.891E-2	1.653E-1	7	152	GIT1,SPTBN2,CPLX4,NRN1,STX1B,STX1A,RIMS1
GO: Biological Process	GO:0007613	memory	 	2.336E-4	8.196E-1	1.946E-2	1.701E-1	7	154	NTF4,BDNF,CCK,CCND2,EGR1,SLC17A7,ATP1A3
GO: Biological Process	GO:0060322	head development	 	2.410E-4	8.458E-1	1.946E-2	1.701E-1	18	885	ANP32B,RTN4R,SAMD4B,SPTBN2,POU3F1,WNT4,CA10,NEUROD2,THRA,CELSR2,NFIX,CHD5,ANKRD11,SLC17A7,DLX5,TBR1,NEUROD6,CDK5R2
GO: Biological Process	GO:0098693	regulation of synaptic vesicle cycle	 	2.430E-4	8.527E-1	1.946E-2	1.701E-1	7	155	GIT1,NRN1,STX1B,STX1A,SLC17A7,RIMS1,DNM1
GO: Biological Process	GO:1900449	regulation of glutamate receptor signaling pathway	 	2.531E-4	8.883E-1	1.946E-2	1.701E-1	5	71	RPH3A,CNIH3,FRRS1L,CX3CL1,MAPK8IP2
GO: Biological Process	GO:0048168	regulation of neuronal synaptic plasticity	 	2.531E-4	8.883E-1	1.946E-2	1.701E-1	5	71	VGF,NCDN,BDNF,EGR1,RIMS1
GO: Biological Process	GO:0098880	maintenance of postsynaptic specialization structure	 	2.551E-4	8.951E-1	1.946E-2	1.701E-1	3	16	MPP2,GIT1,DGKZ
GO: Biological Process	GO:0007215	glutamate receptor signaling pathway	 	2.730E-4	9.581E-1	1.984E-2	1.734E-1	6	112	RPH3A,CNIH3,FRRS1L,ATP1A3,CX3CL1,MAPK8IP2
GO: Biological Process	GO:0007610	behavior	 	2.770E-4	9.720E-1	1.984E-2	1.734E-1	16	740	NTF4,SPTBN2,FADD,PTGDS,DCTN1,BDNF,CCK,CCND2,NEUROD2,THRA,EGR1,SLC17A7,TBR1,ATP1A3,DNM1,MAPK8IP2
GO: Biological Process	GO:0007616	long-term memory	 	2.802E-4	9.830E-1	1.984E-2	1.734E-1	4	40	NTF4,CCND2,EGR1,SLC17A7
GO: Biological Process	GO:0048812	neuron projection morphogenesis	 	2.854E-4	1.000E0	1.984E-2	1.734E-1	16	742	RAP2A,NTF4,RTN4R,SPTBN2,NFASC,NRN1,BDNF,PDLIM5,CCK,CDKL5,LINGO1,CELSR2,DLX5,RIMS1,TBR1,MAPK8IP2
GO: Biological Process	GO:0017156	calcium-ion regulated exocytosis	 	2.883E-4	1.000E0	1.984E-2	1.734E-1	5	73	STX1B,STX1A,HYAL3,RIMS1,CDK5R2
GO: Biological Process	GO:0099643	signal release from synapse	 	3.289E-4	1.000E0	2.164E-2	1.891E-1	8	215	GIT1,SPTBN2,CPLX4,NRN1,RPH3A,STX1B,STX1A,RIMS1
GO: Biological Process	GO:0007269	neurotransmitter secretion	 	3.289E-4	1.000E0	2.164E-2	1.891E-1	8	215	GIT1,SPTBN2,CPLX4,NRN1,RPH3A,STX1B,STX1A,RIMS1
GO: Biological Process	GO:0007420	brain development	 	3.335E-4	1.000E0	2.164E-2	1.891E-1	17	830	ANP32B,RTN4R,SAMD4B,SPTBN2,POU3F1,WNT4,CA10,NEUROD2,THRA,CELSR2,NFIX,CHD5,SLC17A7,DLX5,TBR1,NEUROD6,CDK5R2
GO: Biological Process	GO:0006836	neurotransmitter transport	 	3.392E-4	1.000E0	2.164E-2	1.891E-1	10	333	GIT1,ARL6IP5,SPTBN2,CPLX4,NRN1,RPH3A,STX1B,STX1A,SLC17A7,RIMS1
GO: Biological Process	GO:0120039	plasma membrane bounded cell projection morphogenesis	 	3.560E-4	1.000E0	2.231E-2	1.950E-1	16	757	RAP2A,NTF4,RTN4R,SPTBN2,NFASC,NRN1,BDNF,PDLIM5,CCK,CDKL5,LINGO1,CELSR2,DLX5,RIMS1,TBR1,MAPK8IP2
GO: Biological Process	GO:0016081	synaptic vesicle docking	 	3.674E-4	1.000E0	2.262E-2	1.977E-1	3	18	STX1B,STX1A,RIMS1
GO: Biological Process	GO:0048858	cell projection morphogenesis	 	3.827E-4	1.000E0	2.315E-2	2.024E-1	16	762	RAP2A,NTF4,RTN4R,SPTBN2,NFASC,NRN1,BDNF,PDLIM5,CCK,CDKL5,LINGO1,CELSR2,DLX5,RIMS1,TBR1,MAPK8IP2
GO: Biological Process	GO:0043954	cellular component maintenance	 	3.926E-4	1.000E0	2.317E-2	2.025E-1	5	78	MPP2,GIT1,DGKZ,DCTN1,RIMS1
GO: Biological Process	GO:0006865	amino acid transport	 	3.962E-4	1.000E0	2.317E-2	2.025E-1	7	168	LRRC8E,ARL6IP5,BDNF,CCK,STX1A,SLC17A7,RIMS1
GO: Biological Process	GO:0010566	regulation of ketone biosynthetic process	 	4.338E-4	1.000E0	2.495E-2	2.181E-1	3	19	WNT4,EGR1,DKK3
GO: Biological Process	GO:0036465	synaptic vesicle recycling	 	4.674E-4	1.000E0	2.630E-2	2.299E-1	5	81	STX1B,STX1A,SLC17A7,SNCB,DNM1
GO: Biological Process	GO:0048167	regulation of synaptic plasticity	 	4.723E-4	1.000E0	2.630E-2	2.299E-1	8	227	VGF,MPP2,NCDN,BDNF,NEUROD2,EGR1,RIMS1,CX3CL1
GO: Biological Process	GO:0045956	positive regulation of calcium ion-dependent exocytosis	 	5.073E-4	1.000E0	2.739E-2	2.394E-1	3	20	STX1A,HYAL3,CDK5R2
GO: Biological Process	GO:0032990	cell part morphogenesis	 	5.075E-4	1.000E0	2.739E-2	2.394E-1	16	782	RAP2A,NTF4,RTN4R,SPTBN2,NFASC,NRN1,BDNF,PDLIM5,CCK,CDKL5,LINGO1,CELSR2,DLX5,RIMS1,TBR1,MAPK8IP2
GO: Biological Process	GO:0007422	peripheral nervous system development	 	6.155E-4	1.000E0	3.272E-2	2.860E-1	5	86	NTF4,ADGRB2,NFASC,POU3F1,BDNF
GO: Biological Process	GO:0007417	central nervous system development	 	6.419E-4	1.000E0	3.362E-2	2.938E-1	20	1129	ANP32B,RTN4R,SAMD4B,SPTBN2,POU3F1,WNT4,CA10,DCTN1,NEUROD2,THRA,LINGO1,CELSR2,NFIX,CHD5,SLC17A7,NOTO,DLX5,TBR1,NEUROD6,CDK5R2
GO: Biological Process	GO:0001662	behavioral fear response	 	7.159E-4	1.000E0	3.694E-2	3.229E-1	4	51	BDNF,CCK,NEUROD2,MAPK8IP2
GO: Biological Process	GO:0002209	behavioral defense response	 	7.708E-4	1.000E0	3.882E-2	3.393E-1	4	52	BDNF,CCK,NEUROD2,MAPK8IP2
GO: Biological Process	GO:0060080	inhibitory postsynaptic potential	 	7.745E-4	1.000E0	3.882E-2	3.393E-1	3	23	BDNF,RIMS1,CX3CL1
GO: Biological Process	GO:0120036	plasma membrane bounded cell projection organization	 	8.634E-4	1.000E0	4.267E-2	3.730E-1	27	1789	RAP2A,GIT1,NTF4,RTN4R,SPTBN2,NFASC,KLHL41,GPRIN1,NRN1,DCTN1,RPH3A,NCDN,STX1B,BDNF,PDLIM5,CCK,CDKL5,LINGO1,CELSR2,NOTO,DLX5,RIMS1,TBR1,ATP1A3,CX3CL1,HSPB1,MAPK8IP2
GO: Biological Process	GO:2000064	regulation of cortisol biosynthetic process	 	9.206E-4	1.000E0	4.487E-2	3.922E-1	2	6	WNT4,DKK3
GO: Biological Process	GO:0042596	fear response	 	9.533E-4	1.000E0	4.545E-2	3.972E-1	4	55	BDNF,CCK,NEUROD2,MAPK8IP2
GO: Biological Process	GO:0051588	regulation of neurotransmitter transport	 	9.584E-4	1.000E0	4.545E-2	3.972E-1	7	195	GIT1,ARL6IP5,CPLX4,NRN1,STX1B,STX1A,RIMS1
GO: Biological Process	GO:0010469	regulation of signaling receptor activity	 	1.017E-3	1.000E0	4.758E-2	4.159E-1	7	197	DLGAP2,PATE4,RPH3A,CNIH3,LY6E,DKK3,MAPK8IP2
GO: Biological Process	GO:0046928	regulation of neurotransmitter secretion	 	1.071E-3	1.000E0	4.881E-2	4.266E-1	6	145	GIT1,CPLX4,NRN1,STX1B,STX1A,RIMS1
GO: Biological Process	GO:0019216	regulation of lipid metabolic process	 	1.071E-3	1.000E0	4.881E-2	4.266E-1	11	456	ACER1,INSIG1,DGKZ,WNT4,EEF1A2,TXNRD1,THRA,EGR1,SLC27A1,DKK3,AGAP2
GO: Cellular Component	GO:0045202	synapse	 	7.157E-13	3.507E-10	3.507E-10	2.375E-9	41	1482	VGF,MPP2,ABHD17A,DLGAP2,CBLN3,GIT1,NTF4,RTN4R,SPTBN2,DGKZ,ARL8A,GABBR2,CPLX4,NRN1,SLC30A3,PATE4,RPH3A,STX1B,BDNF,PDLIM5,CCK,CNIH3,EEF1A2,CDKL5,STX1A,AP2B1,PTPRN,FRRS1L,KCNJ9,CBLN2,SLC17A7,RIMS1,SNCB,LY6E,ATP1A3,DNM1,IGSF21,CX3CL1,HSPB1,MAPK8IP2,NOS1AP
GO: Cellular Component	GO:0098794	postsynapse	 	3.071E-10	1.505E-7	7.523E-8	5.095E-7	27	825	MPP2,ABHD17A,DLGAP2,GIT1,SPTBN2,DGKZ,GABBR2,SLC30A3,PATE4,RPH3A,STX1B,BDNF,PDLIM5,CNIH3,CDKL5,STX1A,AP2B1,SLC17A7,RIMS1,LY6E,ATP1A3,DNM1,IGSF21,CX3CL1,HSPB1,MAPK8IP2,NOS1AP
GO: Cellular Component	GO:0043005	neuron projection	 	1.026E-8	5.026E-6	1.675E-6	1.135E-5	36	1624	VGF,MPP2,ABHD17A,DLGAP2,GIT1,NTF4,RTN4R,FADD,KLC2,NFASC,ARL8A,GABBR2,GPRIN1,CPLX4,SLC30A3,DCTN1,RPH3A,NCDN,STX1B,BDNF,PDLIM5,CCK,CNIH3,KHSRP,CDKL5,STX1A,PTPRN,KCNN1,SLC17A7,SNCB,ATP1A3,DNM1,CX3CL1,CDK5R2,RAB27A,HSPB1
GO: Cellular Component	GO:0098793	presynapse	 	3.223E-8	1.579E-5	3.167E-6	2.145E-5	22	699	GIT1,NTF4,RTN4R,SPTBN2,GABBR2,CPLX4,NRN1,SLC30A3,RPH3A,STX1B,BDNF,CCK,STX1A,PTPRN,KCNJ9,SLC17A7,RIMS1,SNCB,ATP1A3,DNM1,IGSF21,NOS1AP
GO: Cellular Component	GO:0036477	somatodendritic compartment	 	3.232E-8	1.584E-5	3.167E-6	2.145E-5	28	1096	VGF,MPP2,ABHD17A,DLGAP2,NTF4,RTN4R,SPTBN2,NFASC,SLC30A3,DCTN1,RPH3A,NCDN,BDNF,CCK,CNIH3,KHSRP,EEF1A2,TXNRD1,CDKL5,PTPRN,KCNN1,SNCB,ATP1A3,DNM1,CX3CL1,RAB27A,HSPB1,MAPK8IP2
GO: Cellular Component	GO:0030424	axon	 	4.755E-7	2.330E-4	3.883E-5	2.630E-4	22	817	GIT1,NTF4,RTN4R,NFASC,ARL8A,GPRIN1,CPLX4,SLC30A3,DCTN1,NCDN,STX1B,BDNF,CCK,CDKL5,STX1A,PTPRN,SLC17A7,SNCB,ATP1A3,DNM1,CDK5R2,HSPB1
GO: Cellular Component	GO:0098978	glutamatergic synapse	 	6.179E-7	3.028E-4	4.325E-5	2.929E-4	17	511	MPP2,ABHD17A,GIT1,RTN4R,SPTBN2,DGKZ,GABBR2,NRN1,SLC30A3,CNIH3,CDKL5,STX1A,AP2B1,CBLN2,RIMS1,DNM1,NOS1AP
GO: Cellular Component	GO:0097060	synaptic membrane	 	1.609E-6	7.884E-4	9.854E-5	6.674E-4	17	548	MPP2,ABHD17A,DLGAP2,GABBR2,PATE4,RPH3A,STX1B,PDLIM5,CNIH3,STX1A,KCNJ9,RIMS1,LY6E,ATP1A3,DNM1,IGSF21,HSPB1
GO: Cellular Component	GO:0030054	cell junction	 	6.936E-6	3.398E-3	3.447E-4	2.335E-3	27	1352	MPP2,ABHD17A,DLGAP2,CBLN3,GIT1,CALR,SPTBN2,NFASC,YBX3,ARL8A,GABBR2,CPLX4,NRN1,SLC30A3,RPH3A,PDLIM5,CNIH3,STX1A,PIANP,PTPRN,FRRS1L,SLC17A7,TJP2,RIMS1,FZD2,IGSF21,HSPB1
GO: Cellular Component	GO:0070382	exocytic vesicle	 	7.035E-6	3.447E-3	3.447E-4	2.335E-3	11	260	NTF4,SPTBN2,SLC30A3,RPH3A,STX1B,BDNF,STX1A,PTPRN,SLC17A7,DNM1,RAB27A
GO: Cellular Component	GO:0008021	synaptic vesicle	 	2.273E-5	1.114E-2	1.013E-3	6.858E-3	10	242	NTF4,SPTBN2,SLC30A3,RPH3A,STX1B,BDNF,STX1A,PTPRN,SLC17A7,DNM1
GO: Cellular Component	GO:0030425	dendrite	 	4.376E-5	2.144E-2	1.649E-3	1.117E-2	18	779	MPP2,ABHD17A,DLGAP2,NTF4,RTN4R,NFASC,SLC30A3,RPH3A,NCDN,BDNF,CCK,CNIH3,KHSRP,CDKL5,ATP1A3,DNM1,RAB27A,HSPB1
GO: Cellular Component	GO:0097447	dendritic tree	 	4.376E-5	2.144E-2	1.649E-3	1.117E-2	18	779	MPP2,ABHD17A,DLGAP2,NTF4,RTN4R,NFASC,SLC30A3,RPH3A,NCDN,BDNF,CCK,CNIH3,KHSRP,CDKL5,ATP1A3,DNM1,RAB27A,HSPB1
GO: Cellular Component	GO:0030133	transport vesicle	 	5.305E-5	2.600E-2	1.857E-3	1.258E-2	13	445	VGF,NTF4,SPTBN2,SLC30A3,RPH3A,STX1B,BDNF,CNIH3,STX1A,PTPRN,SLC17A7,DNM1,RAB27A
GO: Cellular Component	GO:0098984	neuron to neuron synapse	 	6.216E-5	3.046E-2	2.031E-3	1.375E-2	13	452	MPP2,ABHD17A,DLGAP2,DGKZ,SLC30A3,PDLIM5,CDKL5,STX1A,RIMS1,ATP1A3,DNM1,HSPB1,MAPK8IP2
GO: Cellular Component	GO:0043025	neuronal cell body	 	6.780E-5	3.322E-2	2.076E-3	1.406E-2	17	732	VGF,RTN4R,SPTBN2,DCTN1,NCDN,BDNF,CCK,KHSRP,EEF1A2,TXNRD1,PTPRN,KCNN1,SNCB,ATP1A3,CX3CL1,HSPB1,MAPK8IP2
GO: Cellular Component	GO:0044297	cell body	 	8.431E-5	4.131E-2	2.430E-3	1.646E-2	18	820	VGF,RTN4R,SPTBN2,FADD,DCTN1,NCDN,BDNF,CCK,KHSRP,EEF1A2,TXNRD1,PTPRN,KCNN1,SNCB,ATP1A3,CX3CL1,HSPB1,MAPK8IP2
GO: Cellular Component	GO:0045211	postsynaptic membrane	 	9.062E-5	4.440E-2	2.467E-3	1.671E-2	12	405	MPP2,ABHD17A,DLGAP2,GABBR2,PATE4,RPH3A,PDLIM5,CNIH3,LY6E,DNM1,IGSF21,HSPB1
GO: Cellular Component	GO:0014069	postsynaptic density	 	1.455E-4	7.128E-2	3.564E-3	2.414E-2	12	426	MPP2,ABHD17A,DLGAP2,DGKZ,PDLIM5,CDKL5,STX1A,RIMS1,ATP1A3,DNM1,HSPB1,MAPK8IP2
GO: Cellular Component	GO:0032279	asymmetric synapse	 	1.455E-4	7.128E-2	3.564E-3	2.414E-2	12	426	MPP2,ABHD17A,DLGAP2,DGKZ,PDLIM5,CDKL5,STX1A,RIMS1,ATP1A3,DNM1,HSPB1,MAPK8IP2
GO: Cellular Component	GO:0150034	distal axon	 	1.656E-4	8.114E-2	3.864E-3	2.617E-2	12	432	GIT1,RTN4R,GPRIN1,CPLX4,SLC30A3,BDNF,CCK,CDKL5,PTPRN,SNCB,ATP1A3,CDK5R2
GO: Cellular Component	GO:0046658	anchored component of plasma membrane	 	1.983E-4	9.719E-2	4.418E-3	2.992E-2	5	68	MPP2,ABHD17A,RTN4R,NRN1,IGSF21
GO: Cellular Component	GO:0099572	postsynaptic specialization	 	2.999E-4	1.470E-1	5.994E-3	4.059E-2	12	461	MPP2,ABHD17A,DLGAP2,DGKZ,PDLIM5,CDKL5,STX1A,RIMS1,ATP1A3,DNM1,HSPB1,MAPK8IP2
GO: Cellular Component	GO:0042734	presynaptic membrane	 	3.008E-4	1.474E-1	5.994E-3	4.059E-2	8	214	GABBR2,STX1B,STX1A,KCNJ9,RIMS1,ATP1A3,DNM1,IGSF21
